NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,131075,墨田区介護予防普及啓発事業「男性のための1から始める栄養教室」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/kenko_hukushi/eiyoukyousitu.html,,,,,2022-01-24,,,,"日時:2022-01-24;2022-01-31;2022-02-07;2022-02-14;2022-02-21;2022-02-28;2022-03-07;2022-03-14
開始日: 2022/1/24",,すみだ女性センター　3階　第2/第3会議室,,東京都,墨田区,押上,2-12-7-111,,35.712702,139.812044,,,,,,,,,,,,,,,,,,,
0000000002,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-06,,,,"日程:2022-02-06;2022-02-11;2022-02-13;2022-02-20;2022-02-23;2022-02-27
開始日: 2022/2/6",,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目地先,,35.722734,139.835921,,,,,,,,,,,,,,,,,,,
0000000003,131075,令和3年度「食品衛生実務講習会」,,,,,,,,セミナー,https://www.city.sumida.lg.jp/eventcalendar/kenko_hukushi/jitumukousyukai.html,,,,,2022-02-14,,,,,,すみだリバーサイドホール　イベントホール,,東京都,墨田区,吾妻橋,1-23-20,墨田区役所2階,35.710401,139.801433,,,,,,,,,,,,,,,,,,,
0000000001,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-06,2022-02-06,09:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000002,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-11,2022-02-11,10:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000003,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-13,2022-02-13,11:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000004,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-20,2022-02-20,12:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000005,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-23,2022-02-23,13:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000006,131075,区民体育祭「少年サッカー大会」,,,,,,,,健康・福祉、スポーツ,https://www.city.sumida.lg.jp/eventcalendar/sports_kyouyou/m-syonensoccer.html,,,,,2022-02-27,2022-02-27,14:00,,,,荒川四ツ木橋緑地少年サッカー場,,東京都,墨田区,東墨田,二丁目先,,,,,,,,,,"4,000円/チーム",,2021-12-20,,"令和3年12月20日(月曜日)17時までに、電話でスポーツ振興課スポーツ振興担当に電話で申し込みください。
　電話番号:03-5608-6312　※平日の8時30分から17時まで受付",,,,墨田区サッカー協会　樋口　直樹,(090)3316-2422,,,
0000000007,131075,分譲マンションの管理に関する無料相談会を開催します,,,,,,"マンションの管理でお困りのことについて、マンション管理士がお答えします。
マンション管理士とは、国家資格を持つ、マンション管理の専門家です。マンション管理に関するさまざまな問題について相談に応じ、助言等を行うことができます。ぜひ、お気軽にご相談ください。",,セミナー,https://www.city.sumida.lg.jp/eventcalendar/sonota/manshonsodan.html,,,,,2022-02-12,2022-02-12,13:00,16:00,,,墨田区役所　1階　区民相談コーナー,,東京都,墨田区,吾妻橋,一丁目23番20号,,,,,,,,,,,,,,不要,,,,一般社団法人　東京都マンション管理士会　墨田支部　墨田区　都市計画部　住宅課,(03)6413-8727/(03)5608-6215,,,
