NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0001011313,352021,2021年度ちびっ子集まれ!イングリッシュ・スタート,チビッコアツマレ!イングリッシュ・スタート,,,,,"幼児から小学校低学年のお子さんを対象に、英語の絵本の読み聞かせや英語を使った手遊びを実施します。
参加費や参加予約は不要です。
気軽にご参加ください。",,子育て・教育,,,,,,2022-03-26,2022-03-26,14:30,15:00,,,学びの森くすのき　市民交流室,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001011313,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-02-05,2022-02-05,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001011313,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-02-12,2022-02-12,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001013998,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-02-19,2022-02-19,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001014318,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-03-05,2022-03-05,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001014318,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-03-12,2022-03-12,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001014318,352021,学びの森くすのき おはなしのじかん,マナビノモリクスノキ オハナシノジカン,,,,,"手遊びや絵本のよみきかせ、ストーリーテリングなど楽しいおはなしが待っています。
おはなしをきいたあと、出席カードにスタンプを押します。スタンプを集めてシールをもらおう!
毎月第1週目　としばぁばとあそぼう!
毎月第2週目　おはなしの会「ことばの森」
毎月第3週目　グリムの会
ぜひご参加ください♪",,子育て・教育,,,,,,2022-03-19,2022-03-19,14:30,15:00,,,学びの森くすのき,,山口県,宇部市,大字船木字内番田,361番地6,,,,学びの森くすのき・地域文化交流課,,,,,,,,,,,,,,学びの森くすのき・地域文化交流課,(0836)67-1277,,,
0001011929,352021,宇部市医師会創立・宇部市制施行100周年記念講演会「iPS細胞が拓く新しい医学~志のある若者へ~」【受付終了】,ウベシイシカイソウリツ・ウベシセイセコウヒャクシュウネンキネンコウエンカイアイピーエスサンボウガヒラクアタラシイイガクココロザシノアルワカモノヘ,,,,,"講演
京都大学iPS細胞研究所　所長・教授　山中　伸弥氏
京都大学iPS細胞研究所　准教授　山本　拓也氏
京都大学iPS細胞研究所　特定拠点講師　今村　恵子氏
トークセッション
上記登壇者3名、宇部市医師会　会長　黒川　泰氏、高校生、大学生",,セミナー,,,,,,2022-02-20,2022-02-20,13:00,15:35,,,渡辺翁記念会館,,山口県,宇部市,朝日町,8番1号,,,,宇部市医師会、京都大学iPS細胞研究所(CiRA)、宇部市,,,,,,無料,,,,,,,,健康増進課,(0836)31-1777,,,
0001011313,352021,子供服・絵本リユースフェア,コドモフク・エホンリユースフェア,kodomofukuehonriyu-sufea,,,,"ご家庭で不用になった子供服・絵本を市で回収し、集まったものを、必要な方に無料でお譲りしています。
【譲渡数】
子供服10枚・絵本3冊まで(1家族につき1日1回)
【注意事項】
子供服のサイズは50~160cmです。
マイバッグを持参してください。
子供服・絵本は適宜補充するため、時間による差異はありません。",,生活と環境,,,,,,2022-01-29,2022-01-29,10:00,11:30,"(20分間の完全入替制、午前3回、午後2回の計5回実施)
　【午前の部】整理券は先着90組とさせていただきます
　【午後の部】午後1時から整理券配布予定(先着60組)
開始日: 2022/1/29
終了日: 2022/1/29",,ときわ湖水ホール,,山口県,宇部市,大字沖宇部,254番地,宇部市ときわ公園内,,,,,,,,0,,,,,,,,,,,,,
0001011313,352021,子供服・絵本リユースフェア,コドモフク・エホンリユースフェア,kodomofukuehonriyu-sufea,,,,"ご家庭で不用になった子供服・絵本を市で回収し、集まったものを、必要な方に無料でお譲りしています。
【譲渡数】
子供服10枚・絵本3冊まで(1家族につき1日1回)
【注意事項】
子供服のサイズは50~160cmです。
マイバッグを持参してください。
子供服・絵本は適宜補充するため、時間による差異はありません。",,生活と環境,,,,,,2022-02-19,2022-02-19,10:00,11:30,"(20分間の完全入替制、午前3回、午後2回の計5回実施)
　【午前の部】整理券は先着90組とさせていただきます
　【午後の部】午後1時から整理券配布予定(先着60組)
開始日: 2022/2/19
終了日: 2022/2/19",,ときわ湖水ホール,,山口県,宇部市,大字沖宇部,254番地,宇部市ときわ公園内,,,,,,,,0,,,,,,,,,,,,,
