NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,112241,日曜法律相談,,,,,,"(注釈)窓口でも予約をお受けいたします。なお、窓口にて筆談での予約も対応いたします。
(注釈)詳しくは、下記の市民相談一覧をご覧ください。",,生活と環境,https://www.city.toda.saitama.jp/soshiki/193/kurashi110-soudan-2201.html#blockskip,,,,,2022-02-06,2022-02-06,10:00,12:00,,,市役所3階市民相談室,,埼玉県,戸田市,上戸田,1丁目18番1号,,,,,,,,4,,,,,,2月4日(金曜)午前9時から先着4名まで,,,,くらし安心課,(048)441-1800,270656,,
0000000002,112241,厚生年金・労務相談,,,,,,,,セミナー,https://www.city.toda.saitama.jp/soshiki/193/kurashi110-soudan-2201.html#blockskip,,,,,2022-01-24,2022-01-24,10:00,15:00,,,市役所3階市民相談室,,埼玉県,戸田市,上戸田,1丁目18番1号,,,,,,,,4,,,,,,事前予約要。(1日4名まで)お一人45分,,,,くらし安心課,(048)441-1800,270656,,
0000000003,112241,犯罪被害者支援特設相談,,,,,,事前申込みがない場合には当日の実施はありません。,,セミナー,https://www.city.toda.saitama.jp/soshiki/193/kurashi110-soudan-2201.html#blockskip,,,,,2022-01-26,2022-01-26,14:00,16:00,,,市役所3階市民相談室,,埼玉県,戸田市,上戸田,1丁目18番1号,,,,,,,,,,,,2022-01-25,15:00,"前日午後3時までの事前予約制
申込期限日: 2022/1/25",,,,くらし安心課,(048)441-1800,270656,,
0000000004,112241,就職支援セミナー 面接対策講座,,,,,,面接には事前の準備が不可欠です。この講座では、面接試験におけるポイントを学び、自信をもって本番に臨めることを目指します。,,仕事・産業,https://www.city.toda.saitama.jp/soshiki/214/keizai-furusato-seminar.html,,,,,2022-01-24,2022-01-24,09:30,11:30,,,戸田市役所　5階　大会議室C,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,12,0,,,,,"(注釈)定員については変更になる場合がございます。
　2022年1月4日(火曜)より、受付を開始いたします。",,,,戸田市役所　経済戦略室　労働農政担当,(048)441-1800,397,,
0000000005,112241,就職支援セミナー 役立つビジネスマナー~職場の大事なマナーについて~,,,,,,,,仕事・産業,https://www.city.toda.saitama.jp/soshiki/214/keizai-furusato-seminar.html,,,,,2022-02-21,2022-02-21,09:30,11:30,,,,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,12,0,,,,,,,,,戸田市役所　経済戦略室　労働農政担当,,,,
0000000006,112241,緑化研修会「生きものと親しむ緑」,,,,,,,,生活と環境,https://www.city.toda.saitama.jp/soshiki/213/midori-koen-ryokukakensyukai.html,,,,,2022-01-27,2022-01-27,14:00,15:40,,,戸田市役所5階　大会議室A,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,10,0,,,2022-01-24,,"メールまたは電話(048-441-1800内線319)にて、お申込してください。
　お申込の際は、以下の内容をお知らせください。
　参加者氏名(フリガナ)
　電話番号
　年齢または年代
　対象の区分(市内在住、在勤、在学)
　2022年1月24日(月曜)までに、お申込してください。
申込期限日: 2022/1/24",,,,みどり公園課,(048)441-1800,319,,
0000000007,112241,市民大学認定講座・市民企画講座「身近に学ぶSDGs」,,,,,,"市民企画講座では、市民から応募のあった企画の中から採択された講座を実施します。
今回は、SDGsの基礎知識について学び、ゴールの達成に向けて私たちができる取組について受講者のみなさんと考えます。
ぜひお気軽にご参加ください。",,生活と環境,https://www.city.toda.saitama.jp/soshiki/375/kyo-syogaigaku-shiminkikaku2.html,,,,,2022-01-29,2022-01-29,10:00,11:30,,,戸田市役所5階　大会議室,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,20,0,,,,,"2021年12月6日(月曜)午前8時30分から申込み受付けを開始します。(先着順)
　申込フォームまたは電話、ファクスでお申込みください。
　電話:048-441-1800(内線342・308)
　ファクス:048-432-9910
　お申込みの際は、氏名・電話番号・年代・講座名と、市内在住・在勤・在学のいずれかを明示してください。",,,,生涯学習課,(048)441-1800,342308,,
0000000008,112241,とだ学「彩湖から読み解く戸田の防災」,,,,,,過去に荒川で起きた洪水被害から、治水対策や防災・減災に対するソフト対策(洪水浸水想定区域図、川の防災情報、マイタイムライン、監視カメラや水位計等)について学び、災害に備えてわたしたちができることについて考えます。,,安全と防災,https://www.city.toda.saitama.jp/soshiki/375/kyo-syogaigaku-todagaku.html,,,,,2022-02-05,2022-02-05,14:00,15:30,,,彩湖自然学習センター　4階学習室,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,,0,,,2022-02-04,17:00,"お申込み受付期間・2022年1月5日(水曜)午前8時30分から2022年2月4日(金曜)　午後5時まで
　申込フォームまたは電話・メール・ファクスでお申込みください。　(先着順)
　電話・メール・ファクスでお申込みの際は、氏名・電話番号・年代・講座名を明示してください。
申込期限日: 2022/2/4",,,,生涯学習課,(048)441-1800,,,
0000000009,112241,生涯学習サポーター養成講座「観光で読み解く戸田のまちづくり」,,,,,,講師陣の対談やワークショップを通して、観光の視点から改めて「まちづくり」を考えてみませんか。,,生活と環境,https://www.city.toda.saitama.jp/soshiki/375/kyo-syogaigaku-supporter.html,,,,,2022-02-19,2022-02-19,14:00,16:00,,,戸田市役所5階　大会議室,,埼玉県,戸田市,上戸田,1丁目18番1号,市役所本庁舎,,,,,,,15,0,,,2022-02-18,17:00,"申込受付期間・2022年1月5日(水曜)午前8時30分から2022年2月18日(金曜)午後5時まで(先着順)
　申込フォームまたは電話・メール・ファクスでお申込みください。
　電話・メール・ファクスでお申込みの際は、氏名、電話番号、年代、講座名を明示してください。
申込期限日: 2022/2/18",,,,生涯学習課,(048)441-1800,,,
0000000010,112241,人生100年時代の自分らしいキャリアを考える,,,,,,人生100年時代の到来は、人の生き方、働き方などライフスタイルを大きく変えようとしています。従来のような直線的なステージではなく、「広げる」「絞る」を繰り返すマルチサイクルな人生に変化しています。この機会に、自分らしいキャリアを考えてみませんか。,,仕事・産業,https://www.city.toda.saitama.jp/soshiki/375/kyo-syogaigaku-gendaikadai2.html,,,,,2022-03-12,2022-03-12,14:10,15:40,,,戸田市文化会館304会議室,,埼玉県,戸田市,,,,,,,,,,60,0,,,2022-03-11,17:00,"申込受付期間:2022年2月4日(金曜)午前8時30分から2022年3月11日(金曜)午後5時まで(先着順)
　
　申込フォームからお申込みください。
　電話・メール・ファクスでのお申込みの際は、講座名、氏名、年代、電話番号、受講方法(会場参加またはオンライン受講、オンデマンド配信による動画視聴の希望の有無)を明記してください。
　オンライン受講及び動画視聴をご希望の方には、お申込みいただいたメールアドレス宛にURLを送ります。動画の録画や二次使用は禁止します。
申込期限日: 2022/3/11",,,,生涯学習課,(048)441-1800,,,
