NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,112259,入間市駅伝競走大会,イルマシエキデンキョウソウタイカイ,Iruma City Ekiden race competition,,,,富士山を見ながら茶畑の中を走ることができる駅伝大会,,健康・福祉、スポーツ,http://www.city.iruma.saitama.jp/event/sports/1002220/1002226.html,,,,,2021-12-19,2021-12-19,09:15,12:00,"多少のずれあり
開始時刻: 9:15",,入間市博物館周辺特設コース,,埼玉県,入間市,二本木,100,,35.801525,139.366824,入間市、入間市教育委員会、入間市体育協会,,,,200,10000,"1チーム10,000円",,,,Runnetからお申込ください,,1チームにつき3台まで駐車場を提供,,入間市健康推進部スポーツ推進課,(04)2964-1111,1911/7/16,,
0000000002,112259,入間市彩の森クロスカントリー大会,イルマシクロスカントリータイカイ,Iruma City Cross Country,,,,傾斜が緩く初心者向けのクロスカントリー大会,,健康・福祉、スポーツ,http://www.city.iruma.saitama.jp/event/sports/1002220/1002230.html,,,,,2022-03-20,2022-03-20,08:45,13:00,"多少のずれあり
開始日: 2022/3/20
終了日: 2022/3/20
開始時刻: 8:45",,彩の森入間公園,,埼玉県,入間市,向陽台,2丁目,,,139.399516,入間市、入間市教育委員会、入間市体育協会,,,,,2500,"一般・シニア:2,500円、高校生:1,500円、中学生:1,000円、小学生:1,000円",,,,Runnetからお申込ください,西武池袋線「入間市駅」から徒歩15分,無料の駐車場,,入間市健康推進部スポーツ推進課,(04)2964-1111,4215,,
0000000003,112259,入間市生涯スポーツフェア,イルマシショウガイスポーツフェア,Iruma City lifelong sports fair,,,,誰もが楽しめるレクリエーションスポーツの体験会,,健康・福祉、スポーツ,,,,,,2021-11-21,2021-11-21,10:00,14:00,多少のずれあり,,入間市市民体育館、入間市運動公園,,埼玉県,入間市,豊岡,4-2-1,,35.833953,139.390938,入間市、入間市体育協会、入間市レクリエーション協会,,,,,0,参加費無料,,,,申込不要,西武池袋線「入間市駅」から徒歩15分,無料の駐車場,,入間市健康推進部スポーツ推進課,(04)2964-1111,4215,,
0000000002,112259,入間市彩の森クロスカントリー大会,イルマシクロスカントリータイカイ,Iruma City Cross Country,,,,傾斜が緩く初心者向けのクロスカントリー大会,,健康・福祉、スポーツ,http://www.city.iruma.saitama.jp/event/sports/1002220/1002230.html,,,,,2022-03-20,2022-03-20,08:45,13:00,"多少のずれあり
開始日: 2022/3/20
終了日: 2022/3/20
開始時刻: 8:45",,彩の森入間公園,,埼玉県,入間市,向陽台,2丁目,,35.837745,139.399516,入間市、入間市教育委員会、入間市体育協会,,,,,2500,"一般・シニア:2,500円、高校生:1,500円、中学生:1,000円、小学生:1,000円",,,,Runnetからお申込ください,西武池袋線「入間市駅」から徒歩15分,無料の駐車場,,入間市健康推進部スポーツ推進課,(04)2964-1111,4215,,
0000000001,112259,人権問題講演会 DVからの回復のために必要なこと~コロナ禍におけるDVの現状と人権~,,,,,,"入間市では、市民一人一人が、講演会をとおして人権問題についての正しい理解と認識を深め、人と人とのふれあいの中で、差別のない明るい社会づくりを図るとともに、人権教育の啓発に一層の推進を期するため、人権問題講演会を実施します。
今年度は、NPO法人レジリエンス代表理事の西山さつきさんによる講演を通して、お互いに尊重することの重要性、人権尊重社会について学ぶ機会とします。",,生活と環境,http://www.city.iruma.saitama.jp/shisei/jinken/jinken1/1007193/1007927.html,,,,,2022-01-24,2022-01-24,10:00,11:30,"午前9時30分開場
開始日: 2022/1/24
終了日: 2022/1/24",,入間市役所501会議室,,埼玉県,入間市,,,,,,入間市・入間市教育委員会・入間市人権教育推進協議会,,,,50,0,,,2022-01-11,,"必要
　
　電話でお申し込みください。
　メール、ファクスまたは郵便の場合は、参加する方の住所、氏名、電話番号をご記入の上、市教育委員会社会教育課までお送りください。オンライン参加をご希望の際は、上記の内容に加えて、メールアドレスのご報告をお願いします。
　また、以下の参加申し込みフォームからもお申し込みが可能です。
申込期限日: 2022/1/11",,,,入間市教育委員会教育部社会教育課・入間市市民生活部人権推進課,(04)2964-1111,,,
0000000002,112259,帯地で「トートバッグ」を作ろう,,,,,,帯地を利用して、トートバッグを作ります。,,生活と環境,http://www.city.iruma.saitama.jp/event/event_bosyu/1008837.html,,,,,2022-01-26,2022-01-26,13:30,16:00,,,リサイクルプラザ,,埼玉県,入間市,大字新久,127-1,,,,,,,,10,0,,,,,"必要
　受付期間
　令和4年1月12日(水曜日)午前8時30分から午後3時
　申し込み方法
　電話によりリサイクルプラザ(電話　2934-5324)まで",,,,リサイクルプラザ,2934-5324,,,
0000000003,112259,ウェスタ川越における司法書士法律相談会,,,,,,相続、遺言、登記、債務整理、成年後見、不動産の名義変更など,,生活と環境,http://www.city.iruma.saitama.jp/kurashi/soudan_madoguchi/soudan/1011484/1012922.html,,,,,2022-01-27,2022-01-27,13:30,16:30,"面談相談(1組1時間)
開始日: 2022/1/27
終了日: 2022/1/27",,ウェスタ川越,,埼玉県,川越市,新宿町,1-17-17,,,,埼玉司法書士会,,,,,0,,,,,"必要
　
　埼玉司法書士会総合相談センターで電話予約(048-838-7472)を受け付けます。
　
　予約受付時間は、平日午前10時から午後4時までで、祝祭日、年末年始、8月13日から15日は受付及び相談を休止します。",,,,埼玉司法書士会事務局,(048)863-7861,,,
0000000004,112259,ウェスタ川越における司法書士法律相談会,,,,,,相続、遺言、登記、債務整理、成年後見、不動産の名義変更など,,生活と環境,http://www.city.iruma.saitama.jp/kurashi/soudan_madoguchi/soudan/1011484/1012922.html,,,,,2022-02-03,2022-02-03,13:30,16:30,"面談相談(1組1時間)
開始日: 2022/2/3
終了日: 2022/2/3",,ウェスタ川越,,埼玉県,川越市,新宿町,1-17-17,,,,埼玉司法書士会,,,,,0,,,,,"必要
　
　埼玉司法書士会総合相談センターで電話予約(048-838-7472)を受け付けます。
　
　予約受付時間は、平日午前10時から午後4時までで、祝祭日、年末年始、8月13日から15日は受付及び相談を休止します。",,,,埼玉司法書士会事務局,(048)863-7861,,,
0000000005,112259,ウェスタ川越における司法書士法律相談会,,,,,,相続、遺言、登記、債務整理、成年後見、不動産の名義変更など,,生活と環境,http://www.city.iruma.saitama.jp/kurashi/soudan_madoguchi/soudan/1011484/1012922.html,,,,,2022-02-10,2022-02-10,13:30,16:30,"面談相談(1組1時間)
開始日: 2022/2/10
終了日: 2022/2/10",,ウェスタ川越,,埼玉県,川越市,新宿町,1-17-17,,,,埼玉司法書士会,,,,,0,,,,,"必要
　
　埼玉司法書士会総合相談センターで電話予約(048-838-7472)を受け付けます。
　
　予約受付時間は、平日午前10時から午後4時までで、祝祭日、年末年始、8月13日から15日は受付及び相談を休止します。",,,,埼玉司法書士会事務局,(048)863-7861,,,
0000000006,112259,ウェスタ川越における司法書士法律相談会,,,,,,相続、遺言、登記、債務整理、成年後見、不動産の名義変更など,,生活と環境,http://www.city.iruma.saitama.jp/kurashi/soudan_madoguchi/soudan/1011484/1012922.html,,,,,2022-02-17,2022-02-17,13:30,16:30,"面談相談(1組1時間)
開始日: 2022/2/17
終了日: 2022/2/17",,ウェスタ川越,,埼玉県,川越市,新宿町,1-17-17,,,,埼玉司法書士会,,,,,0,,,,,"必要
　
　埼玉司法書士会総合相談センターで電話予約(048-838-7472)を受け付けます。
　
　予約受付時間は、平日午前10時から午後4時までで、祝祭日、年末年始、8月13日から15日は受付及び相談を休止します。",,,,埼玉司法書士会事務局,(048)863-7861,,,
