NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,122190,いきいきちはら倶楽部 1月2(ちはら台コミュニティセンター),,,,,,,,文化・芸術,https://www.city.ichihara.chiba.jp/article?articleId=61a1e2833ae64b69da2a799c,,,,,2022-01-24,2022-01-24,10:00,11:30,,,ちはら台コミュニティセンター　会議室,,千葉県,市原市,ちはら台南,6-1-3,,,,ちはら台コミュニティセンター,,,,8,0,,,2022-01-16,17:00,"要予約
　2021/12/05　08:30~2022/01/16　17:00
申込期限日: 2022/1/16",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
0000000002,122190,いきいきちはら倶楽部 1月3(ちはら台コミュニティセンター),,,,,,,,文化・芸術,https://www.city.ichihara.chiba.jp/article?articleId=61a1e2cb3ae64b69da2a79d4,,,,,2022-02-07,2022-02-07,10:00,11:30,,,ちはら台コミュニティセンター　会議室,,千葉県,市原市,ちはら台南,6-1-3,,,,ちはら台コミュニティセンター,,,,8,0,,,2022-01-16,17:00,"要予約
　参加申し込み期間
　2021/12/05　08:30~2022/01/16　17:00
　参加申込方法
　ちはら台コミュニティセンター窓口にてお申込みください。
申込期限日: 2022/1/16",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
0000000003,122190,いきいきちはら倶楽部 1月4(ちはら台コミュニティセンター),,,,,,,,文化・芸術,https://www.city.ichihara.chiba.jp/article?articleId=61a1e3103ae64b69da2a7a0c,,,,,2022-02-14,2022-02-14,10:00,11:30,,,ちはら台コミュニティセンター　会議室,,千葉県,市原市,ちはら台南,6-1-3,,,,ちはら台コミュニティセンター,,,,8,0,,,2022-01-16,17:00,"要予約
　2021/12/05　08:30~2022/01/16　17:00
申込期限日: 2022/1/16",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
0000000004,122190,大人のパン作り(八幡公民館),,,,,,"失敗しないパンづくり講座です。
「シュガーバタートップ」パンを作ります。
男性も気軽に参加ください。
パン作りの基礎を講師が丁寧に指導します。
参加される際は、マスク着用・検温・消毒・情報提供の承認をお願いいたします。",,セミナー,https://www.city.ichihara.chiba.jp/article?articleId=615bbace3161ff386042cb12,,,,,2022-01-25,2022-01-25,09:30,13:00,,,八幡公民館,,千葉県,市原市,八幡,1050番地1,,,,八幡公民館,,,,10,1000,材料費,,2022-01-18,21:00,"2021/12/05　08:30~2022/01/18　21:00
　12月28日から1月3日は休館です。
申込期限日: 2022/1/18",最寄り駅　:　JR八幡宿駅,,,生涯学習課　八幡公民館,(0436)41-1984,,,
0000000005,122190,いちはらファミリー・サポート・センター 会員研修・交流会,,,,,,"ファミリー・サポート・センターとは、安心してゆとりある子育てが出来る環境づくりを目指し、子育ての援助を受けたい方(利用会員)と子育ての援助を行いたい方(協力会員)が会員となって地域で子育てを支援する有償の相互援助活動です。
子育ての手助けを必要とする人を身近な地域で援助する、同事業に携わる方々の活動における質の向上を目指すとともに、会員間の交流を行うことを目的として開催します。",,子育て・教育,https://www.city.ichihara.chiba.jp/article?articleId=61c3d38a30842a13977f18d4,,,,,2022-01-25,2022-01-25,10:00,12:10,,,市原市社会福祉協議会,,千葉県,市原市,南国分寺台,4-1-4,,,,市原市社会福祉協議会　いちはらファミリー・サポート・センター,,,,20,0,,,2022-01-14,17:15,"2022/01/04　08:30~2022/01/14　17:15
　定員に達し次第、締め切らせていただきます。
　参加申込方法
　市原市社会福祉協議会に電話または窓口でお申し込みください。
申込期限日: 2022/1/14",最寄り駅　:　小湊バス「南国分寺台」,,,社会福祉法人市原市社会福祉協議会　地域生活支援グループ　いちはらファミリーサポートセンター,(0436)24-0011,,,
0000000006,122190,ジャム作り教室(千種コミュニティセンター),,,,,,夏みかんを使って、マーマレードジャムを作ります。,,生活と環境,https://www.city.ichihara.chiba.jp/article?articleId=61920ca70147485d70a96ce0,,,,,2022-01-25,2022-01-25,10:00,12:00,,,千種コミュニティセンター2階「調理実習室」,,千葉県,市原市,千種,2丁目1番地2,,,,,,,,6,500,,,2021-12-12,17:00,"参加申し込み期間
　2021/12/05　08:30~2021/12/12　17:00
　参加申込方法
　お電話か直接窓口へ。当選者のみ電話連絡いたします。",最寄り駅　:　五井駅、姉ヶ崎駅,,,地域連携推進課　千種コミュニティセンター,(0436)26-1515,,,
0000000007,122190,初心者自彊術体験(千種コミュニティセンター),,,,,,"自彊術(じきょうじゅつ)の1日体験教室です。
反動を利用した様々な動作を練習します。",,健康・福祉、スポーツ,https://www.city.ichihara.chiba.jp/article?articleId=6191ee310147485d70a962e4,,,,,2022-01-25,2022-01-25,10:00,12:00,,,千種コミュニティセンター2階「視聴覚室」,,千葉県,市原市,千種,2丁目1番地2,,,,,,,,16,0,,,2021-12-12,17:00,"参加申し込み期間
　2021/12/05　08:30~2021/12/12　17:00
　参加申込方法
　お電話か直接窓口へ。当選者のみ電話連絡いたします。",最寄り駅　:　五井駅、姉ヶ崎駅,,,地域連携推進課　千種コミュニティセンター,(0436)26-1515,,,
0000000008,122190,カラオケうたおう会 1月 (ちはら台コミュニティセンター),,,,,,"お一人様フルコーラスで2曲唄えます。
歌唱時もマスクの着用をお願いします。(フェイスガード不可)
マイクカバーをご用意ください(お持ちでない方は事務局にご相談ください)",,音楽,https://www.city.ichihara.chiba.jp/article?articleId=61a1e4613ae64b69da2a7a5c,,,,,2022-01-25,2022-01-25,13:00,15:00,,,ちはら台コミュニティセンター,,千葉県,市原市,ちはら台南,6-1-3,,,,ちはら台コミュニティセンター,,,,10,50,,,2022-01-22,17:00,"参加申し込み期間
　2021/12/05　08:30~2022/01/22　17:00
　定員になり次第受付終了となります。
　参加申込方法
　ちはら台コミュニティセンター窓口にてお申込みください。
申込期限日: 2022/1/22",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
0000000009,122190,デジタルちはら1-3月開催【全4回】1(ちはら台コミュニティセンター),,,,,,"デジタルちはら第4弾は「タブレット活用術」を全4回で開催します。
スケジュール管理や、カメラ機能の活用、アプリ追加の操作などを体験します。タブレットは貸出ししますので、初心者の方もこの機会にぜひご参加ください。",,生活と環境,https://www.city.ichihara.chiba.jp/article?articleId=61a579b13ae64b69da2adad4,,,,,2022-01-26,2022-01-26,09:30,11:30,,,ちはら台コミュニティセンター,,千葉県,市原市,ちはら台南,6-1-3,,,,,,,,15,150,,,2022-01-25,17:00,"参加申し込み期間
　2021/12/05　08:30~2022/01/25　17:00
　定員になり次第受付終了となります。
申込期限日: 2022/1/25",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
0000000010,122190,デジタルちはら1-3月開催【全4回】2(ちはら台コミュニティセンター),,,,,,"デジタルちはら第4弾は「タブレット活用術」を全4回で開催します。
スケジュール管理や、カメラ機能の活用、アプリ追加の操作などを体験します。タブレットは貸出ししますので、初心者の方もこの機会にぜひご参加ください。",,生活と環境,https://www.city.ichihara.chiba.jp/article?articleId=61a57d513ae64b69da2adc4d,,,,,2022-02-02,2022-02-02,09:30,11:30,,,ちはら台コミュニティセンター,,千葉県,市原市,ちはら台南,6-1-3,,,,,,,,15,150,,,2022-01-25,17:00,"参加申し込み期間
　2021/12/05　08:30~2022/01/25　17:00
　定員になり次第受付終了となります。
申込期限日: 2022/1/25",最寄り駅　:　京成千原線　ちはら台駅,,,地域連携推進課　ちはら台コミュニティセンター,(0436)50-2312,,,
