NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,131164,ISP FFパートナーシップ協定事業サクラーヌbizISPチャレンジ出店,,,,,,豊島区とISPは「わたしらしく、暮らせるまち。」を推進するため、平成30年4月に「FF(Female/Family/Friendly)パートナーシップ協定」を締結しました。当協定に基づき、平成31年から「サクラーヌbiz応援プロジェクト」を巣立った女性起業家がISPにチャレンジ出店できる場を設けています。,,仕事・産業,https://www.city.toshima.lg.jp/122/bijisapo/2111171245.html,,,,,2022-01-24,2022-01-24,10:00,19:00,,,ISP池袋ショッピングパーク南館特設会場,,東京都,豊島区,,,,,,,,,,,,,,,,,JR池袋駅より徒歩1分,,,文化商工部生活産業課,,,,
0000000002,131164,ISP FFパートナーシップ協定事業サクラーヌbizISPチャレンジ出店,,,,,,豊島区とISPは「わたしらしく、暮らせるまち。」を推進するため、平成30年4月に「FF(Female/Family/Friendly)パートナーシップ協定」を締結しました。当協定に基づき、平成31年から「サクラーヌbiz応援プロジェクト」を巣立った女性起業家がISPにチャレンジ出店できる場を設けています。,,仕事・産業,https://www.city.toshima.lg.jp/122/bijisapo/2111171245.html,,,,,2022-01-25,2022-01-25,10:00,19:00,,,ISP池袋ショッピングパーク南館特設会場,,東京都,豊島区,,,,,,,,,,,,,,,,,JR池袋駅より徒歩1分,,,文化商工部生活産業課,,,,
0000000003,131164,庁舎まるごとミュージアムスポットライトコーナー「版画でめぐる豊島区」,,,,,,「庁舎まるごとミュージアムスポットライトコーナー」では、年2回程度、区ゆかりの作家や文学・マンガに関するテーマを取り上げ、5枚のパネルで紹介しています。文学・マンガ分野ではこれまで、マンガ・児童文学・大衆文学などさまざまなジャンルの作家を紹介してきました。今回は、豊島区内の風景を描いた版画家・山高登の作品をご紹介いたします。,,文化・芸術,https://www.city.toshima.lg.jp/500/museumgroup-marugotom-r03-1.html,,,,,2021-12-01,2022-03-31,,,"開庁時間内/長期間イベント
開始日: 2021/12/1
終了日: 2022/3/31",,豊島区庁舎3階西面,,東京都,豊島区,,,,,,,,,,,,,,,,,,,,文化商工部文化デザイン課,,,,
0000000004,131164,「大東京商店街まつり」をオンラインで開催します,,,,,,大東京商店街まつり実行委員会と東京都は、商店街の魅力や地域で担っている役割を広くアピールし、都内商店街の中長期的な活性化を図ることを目的として、「大東京商店街まつり」特設ホームページ上で開催します。,,催事・観光,https://www.city.toshima.lg.jp/123/2111260905.html,,,,,2021-11-22,2022-02-06,,,"長期間イベント
終了日: 2022/2/6",,特設ホームページ(外部サイトへリンク)　https://daitokyoshotengaifes.jp/,,東京都,豊島区,,,,,,大東京商店街まつり実行委員会および東京都,,,,,,,,,,,,,,文化商工部生活産業課,,,,
0000000005,131164,旧第十中学校初心者硬式テニス教室【後期】,,,,,,"小学5年生以上を対象とした初心者向けの硬式テニス教室です。
実力に応じて班編成をし、実技指導を行います。",,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/136/bunka/sports/sports/2107191829.html,,,,,2022-01-30,2022-01-30,08:00,10:00,,,旧第十中学校テニスコート,,東京都,豊島区,千早,4-8-19,,,,豊島区スポーツボランティアリーダー四季,,,,30,5000,,,2021-09-17,,"往復はがきに、氏名(ふりがな)、住所、年齢、性別、電話番号を記入の上、〒171-0042豊島区高松3-12-21大沼宛郵送
申込期限日: 2021/9/17",東京メトロ有楽町線、副都心線「千川駅」下車徒歩8分,,,豊島区スポーツボランティアリーダー四季　川島,(03)3951-4335,,,
0000000006,131164,障害者アート教室,,,,,,"障害者を対象としたアート教室を開催します。【参加者募集中】
専門講師がおりますので初めての方も安心して参加できます。
気軽にアートを体験してみませんか?

完成作品は第15回障害者美術展「ときめき想造展」(令和4年3月開催)に出品、展示後、返却いたします。",,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/171/kenko/shogai/2105311046.html,,,,,2022-01-30,2022-01-30,10:00,12:00,,,豊島区立心身障害者福祉センター　大会議室,,東京都,豊島区,,,,,,,,,,20,0,,,,,障害福祉課に電話、ファックス、Eメールにてお申し込みください。,"西武池袋線椎名町駅下車南口より徒歩約5分
目白駅より都バス(池65、白61)聖母病院入口下車徒歩約5分
池袋駅より国際興業バス(池11)椎名町駅南口下車徒歩約5分",,,保健福祉部障害福祉課,,,,
0000000007,131164,障害者アート教室,,,,,,"障害者を対象としたアート教室を開催します。【参加者募集中】
専門講師がおりますので初めての方も安心して参加できます。
気軽にアートを体験してみませんか?

完成作品は第15回障害者美術展「ときめき想造展」(令和4年3月開催)に出品、展示後、返却いたします。",,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/171/kenko/shogai/2105311046.html,,,,,2022-02-06,2022-02-06,10:00,12:00,,,豊島区立心身障害者福祉センター　大会議室,,東京都,豊島区,,,,,,,,,,20,0,,,,,障害福祉課に電話、ファックス、Eメールにてお申し込みください。,"西武池袋線椎名町駅下車南口より徒歩約5分
目白駅より都バス(池65、白61)聖母病院入口下車徒歩約5分
池袋駅より国際興業バス(池11)椎名町駅南口下車徒歩約5分",,,保健福祉部障害福祉課,,,,
0000000008,131164,冬の無料体験会,,,,,,"◇初心者の方でも安心して参加できる講習会です。お気軽にご参加ください。
◇ストレッチ講習内容:前半は曲に合わせて楽しく動き、後半はゆっくりと心と身体のメンテナンスを行います。
◇無料体験会への参加は、お一人様2回まで可能です。
◇2022年2月からの有料講習会についての詳細はお問合せ下さい。",,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/121/machizukuri/sangyo/sangyoshinko/2110140841.html,,,,,2022-01-25,2022-01-25,19:30,21:15,,,としま産業振興プラザ(IKE・Biz),,東京都,豊島区,,,,,,,,,,,,,,,,"◇各回前日までに電話で申込。?3980-3131
◇直接窓口への申込みも可。
◇受付はいずれも午前10時~午後8時。※先着順",,,,文化商工部生活産業課,,,,
0000000009,131164,初級者水泳教室(全4回),,,,,,クロールや平泳ぎなど正しいフォームで楽に泳げることを目指します。,,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/136/bunka/sports/sports/2110271103.html,,,,,2022-01-25,2022-01-25,10:00,12:00,,,雑司が谷体育館,,東京都,豊島区,,,,,,豊島区水泳連盟,,,,20,4000,,,,,はがきに住所、氏名、年齢、電話番号を記入のうえ、当連盟事務局「〒112-0012文京区大塚6-24-15-502佐藤」までお送りください。,"東京メトロ副都心線雑司が谷駅出口2直結
JR目白駅から徒歩10分",,,豊島区水泳連盟,(03)3943-6397,,,
0000000010,131164,初級者水泳教室(全4回),,,,,,クロールや平泳ぎなど正しいフォームで楽に泳げることを目指します。,,健康・福祉、スポーツ,https://www.city.toshima.lg.jp/136/bunka/sports/sports/2110271103.html,,,,,2022-02-01,2022-03-01,10:00,12:00,,,雑司が谷体育館,,東京都,豊島区,,,,,,豊島区水泳連盟,,,,20,4000,,,,,はがきに住所、氏名、年齢、電話番号を記入のうえ、当連盟事務局「〒112-0012文京区大塚6-24-15-502佐藤」までお送りください。,"東京メトロ副都心線雑司が谷駅出口2直結
JR目白駅から徒歩10分",,,豊島区水泳連盟,(03)3943-6397,,,
0000000011,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-01-26,2022-01-26,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000012,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-02-02,2022-02-02,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000013,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-02-09,2022-02-09,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000014,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-02-16,2022-02-16,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000015,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-02-24,2022-02-24,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000016,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-03-02,2022-03-02,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000017,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-03-09,2022-03-09,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000018,131164,「ポジティブ・ディシプリン」~たたかない・怒鳴らない子育て~(全9回),,,,,,個人ワークやグループワークを通じ、親が子どもと同じ目線で日々の課題に向き合う力をつけるためのプログラムです。,,子育て・教育,https://www.city.toshima.lg.jp/265/kosodate/kosodate/shiencenter/koza/2110221424.html,,,,,2022-03-23,2022-03-23,10:00,12:00,,,東部子ども家庭支援センター,,東京都,豊島区,,,,,,,,,,12,,,,2021-12-17,,12月3日金曜日午前10時から12月17日金曜日の間に、電話か東部子ども家庭支援センター窓口へ申込。応募者多数の場合抽選。結果は12月24日金曜日までに電話連絡。,"池袋駅から徒歩15分
東武東上線北池袋駅から徒歩10分
都バス上池袋一丁目バス停から徒歩5分",,,子ども家庭部子育て支援課,,,,
0000000019,131164,みらい館大明「スマホ講座(入門編)」全3回,,,,,,基本操作、設定、メール、電話帳、写真、地図などについて学びます。,,生活と環境,https://www.city.toshima.lg.jp/134/bunka/2103301144.html,,,,,2022-01-27,2022-01-27,13:30,16:00,,,みらい館大明,,東京都,豊島区,池袋,3-30-8,,,,みらい館大明,,,,10,5500,"5,500円/3回",,,,"電話かEメールで「みらい館大明」へ。
窓口申込みも可能","池袋駅西口c1番出口徒歩15分
東京メトロ要町駅5番出口徒歩12分",,,みらい館大明,(03)3986-7186,,,
0000000020,131164,消費生活講座「ポチっとする前に知っておきたい!シニア世代のためのネットトラブル対策」,,,,,,"「お試し」のはずが定期購入だった、公式サイトのつもりが偽サイトだった、、などインターネットに関する消費者トラブルが次々と発生しています。最近のトラブル事例を知って、被害にあわないためのポイントを学びましょう!　
※スマホ教室ではありません。",,生活と環境,https://www.city.toshima.lg.jp/124/kurashi/shohi/center/event/2112141432.html,,,,,2022-01-28,2022-01-28,14:00,16:00,,,IKE・Bizとしま産業振興プラザ6階　多目的ホール,,東京都,豊島区,,,,,,,,,,50,0,,,2022-01-14,,"令和4年1月14日(必着)までに、電話、ファクス、ハガキまたはメールで、住所、氏名、年代、電話番号、ファクス番号をお知らせください。
※当日の受講申込はできません。
※新型コロナウイルス感染症の状況により、講座が中止となる場合があります。

住所:〒171-8422　豊島区南池袋2-45-1　豊島区役所4F
　　　豊島区文化商工部生活産業課　消費生活グループ
申込期限日: 2022/1/14","池袋駅西口より徒歩約10分、南口より約7分
※公共交通機関をご利用ください。",,,文化商工部生活産業課,,,,
0000000021,131164,【後援事業】すくすく子育てセミナー~今しかない子育てを楽しもう~,,,,,,"人生経験豊かな講師から、子育てや家庭生活のヒントとなる講話を伺います。自由参加ですが、交流会で子育ての悩み、喜びをわいわい語り合いましょう。託児はありませんが、お子様はセミナーに同席いただけます。
※講座のお申込みや講座に関するお問合せは「家庭倫理の会豊島区」にご連絡下さい。",,子育て・教育,https://www.city.toshima.lg.jp/050/event/koza/2109071404.html,,,,,2022-01-30,2022-01-30,10:00,11:30,,,豊島区男女平等推進センター研修室2(としま産業振興プラザIKE・Biz3階),,東京都,豊島区,,,,,,家庭倫理の会豊島,,,,,200,,,,,"下記事項を記載の上、メールでお申込み下さい。

1.参加者のお名前
2.参加希望日
3.連絡先(電話番号もしくはメールアドレス)
4.子育てにおけるお悩み(任意)","池袋駅西口(徒歩約7分)または、
メトロポリタン口(徒歩約6分)へ
↓
駅を背に、ななめ左方向にあるメトロポリタンホテル
の横を歩き、ホテルの反対側へ。
↓
池袋防災館や池袋消防署が見えます。
消防署の隣の建物がとしま産業振興プラザ(IKE・Biz)です。",,,総務部男女平等推進センター,,,,
0000000022,131164,【後援事業】すくすく子育てセミナー~今しかない子育てを楽しもう~,,,,,,"人生経験豊かな講師から、子育てや家庭生活のヒントとなる講話を伺います。自由参加ですが、交流会で子育ての悩み、喜びをわいわい語り合いましょう。託児はありませんが、お子様はセミナーに同席いただけます。
※講座のお申込みや講座に関するお問合せは「家庭倫理の会豊島区」にご連絡下さい。",,子育て・教育,https://www.city.toshima.lg.jp/050/event/koza/2109071404.html,,,,,2022-03-27,2022-03-27,10:00,11:30,,,豊島区男女平等推進センター研修室2(としま産業振興プラザIKE・Biz3階),,東京都,豊島区,,,,,,家庭倫理の会豊島,,,,,200,,,,,"下記事項を記載の上、メールでお申込み下さい。

1.参加者のお名前
2.参加希望日
3.連絡先(電話番号もしくはメールアドレス)
4.子育てにおけるお悩み(任意)","池袋駅西口(徒歩約7分)または、
メトロポリタン口(徒歩約6分)へ
↓
駅を背に、ななめ左方向にあるメトロポリタンホテル
の横を歩き、ホテルの反対側へ。
↓
池袋防災館や池袋消防署が見えます。
消防署の隣の建物がとしま産業振興プラザ(IKE・Biz)です。",,,総務部男女平等推進センター,,,,
