NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,131229,健美操リーダー養成講座 全15回,,,,,,"椅子に座り、多種の呼吸法で心と身体の整え方を専門指導員から学びます。
講座終了後、当施設でボランティア活動をしてみませんか?",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000106/1025678.html,,,,,2022-01-24,2022-01-24,10:00,12:00,,,シニア活動支援センター,,東京都,葛飾区,立石,6-38-11,,,,,,,,30,4000,"教材費4,000円",,2021-04-26,,"往復ハガキにて「健美操リーダー」・住所・氏名(フリガナ)・年齢・電話番号を明記のうえ、お申し込みください。(申込締切日必着・1人1枚・多数抽選)
申込期限日: 2021/4/26",,,,地域包括ケア担当課介護予防係,(03)5698-6202,,,
0000000002,131229,健美操リーダー養成講座 全15回,,,,,,"椅子に座り、多種の呼吸法で心と身体の整え方を専門指導員から学びます。
講座終了後、当施設でボランティア活動をしてみませんか?",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000106/1025678.html,,,,,2022-01-31,2022-01-31,10:00,12:00,,,シニア活動支援センター,,東京都,葛飾区,立石,6-38-11,,,,,,,,30,4000,"教材費4,000円",,2021-04-26,,"往復ハガキにて「健美操リーダー」・住所・氏名(フリガナ)・年齢・電話番号を明記のうえ、お申し込みください。(申込締切日必着・1人1枚・多数抽選)
申込期限日: 2021/4/26",,,,地域包括ケア担当課介護予防係,(03)5698-6202,,,
0000000003,131229,健美操リーダー養成講座 全15回,,,,,,"椅子に座り、多種の呼吸法で心と身体の整え方を専門指導員から学びます。
講座終了後、当施設でボランティア活動をしてみませんか?",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000106/1025678.html,,,,,2022-02-28,2022-02-28,10:00,12:00,,,シニア活動支援センター,,東京都,葛飾区,立石,6-38-11,,,,,,,,30,4000,"教材費4,000円",,2021-04-26,,"往復ハガキにて「健美操リーダー」・住所・氏名(フリガナ)・年齢・電話番号を明記のうえ、お申し込みください。(申込締切日必着・1人1枚・多数抽選)
申込期限日: 2021/4/26",,,,地域包括ケア担当課介護予防係,(03)5698-6202,,,
0000000004,131229,健美操リーダー養成講座 全15回,,,,,,"椅子に座り、多種の呼吸法で心と身体の整え方を専門指導員から学びます。
講座終了後、当施設でボランティア活動をしてみませんか?",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000106/1025678.html,,,,,2022-03-14,2022-03-14,10:00,12:00,,,シニア活動支援センター,,東京都,葛飾区,立石,6-38-11,,,,,,,,30,4000,"教材費4,000円",,2021-04-26,,"往復ハガキにて「健美操リーダー」・住所・氏名(フリガナ)・年齢・電話番号を明記のうえ、お申し込みください。(申込締切日必着・1人1枚・多数抽選)
申込期限日: 2021/4/26",,,,地域包括ケア担当課介護予防係,(03)5698-6202,,,
0000000005,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-01-26,2022-01-26,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8512,,,
0000000006,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-02-02,2022-02-02,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8512,,,
0000000007,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-02-09,2022-02-09,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8513,,,
0000000008,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-02-16,2022-02-16,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8514,,,
0000000009,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-02-23,2022-02-23,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8515,,,
0000000010,131229,ふれあいスポーツ成人卓球(亀有・新小岩・柴又),,,,,,"区民の皆様が、お一人でも気軽にスポーツを楽しんでいただける場として、「ふれあいスポーツ事業(成人卓球)」を行っております。

時間帯によっては、指導員から指導を受けることができます。指導員がいる日時は会場ごとに異なりますので、ページ下部の「会場、日時及び指導日時」をご確認ください。
用具の貸出も行っております。
事前の申し込みは不要です。動きやすい服装で、運動靴(上履き)を持って直接会場にお越しください。",,健康・福祉、スポーツ,https://www.city.katsushika.lg.jp/event/1000112/1014382.html,,,,,2022-03-02,2022-03-02,09:30,16:30,,,柴又学び交流館(3階　レクリエーションホール),,東京都,葛飾区,柴又,5-33-8,,,,,,,,,0,,,,,予約は不要です。直接会場にお越しください。,,,,教育委員会事務局生涯学習課学び支援係,(03)5654-8516,,,
