NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,122271,ストラディヴァリウス・デュオ・コンサート(日本財団助成),,,,,,ストラディヴァリウス・デュオ・コンサートには、日本音楽財団の楽器被貸与者であるステラ・チェンが出演予定でしたが、新型コロナウイルス感染症に関わる入国制限により来日困難となりましたため、同じく楽器被貸与者である大谷康子が出演することになりました。ステラ・チェンの出演を楽しみにしてくださっていたお客様をはじめ、関係者の皆さまに心よりお詫び申し上げるとともに、ご理解をいただけますようお願い申し上げます。,,音楽,https://www.city.urayasu.lg.jp/events/shogai/shogai/1033848.html,,,,,2022-01-24,2022-01-24,19:00,21:00,,,J:COM浦安音楽ホール　コンサートホール,,千葉県,浦安市,,,,,,,,,,300,,"一般　5,000円(全席指定)
浦安市民優待販売
対象:市内在住の方、200人
料金:4,000円
注記:お席は選べません",,,,"必要
お電話、ホール窓口、ホームページでお申し込みください。
詳細は、J:COM浦安音楽ホールホームページをご確認ください。
注記:浦安市民優待販売は、お電話またはホール窓口でお申し込みください
ホームページ:J:COM浦安音楽ホール　(外部リンク)",,,,J:COM浦安音楽ホール,(047)382-3035,,,
0000000002,122271,1歳児むし歯予防ビーバー教室,,,,,,"むし歯予防のポイント
個別での仕上げみがき実習
食事について相談したいことがある方の個別栄養相談(希望者のみ)
注記:お口の細菌観察、むし歯予測検査はありません。個別対応は、15分程度とさせていただきます。",,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008481.html,,,,,2022-01-24,2022-01-24,10:00,11:30,,,健康センター,,千葉県,浦安市,,,,,,,,,,20,0,,,2022-01-10,,"必要
Eメールでご予約ください。
件名は「ビーバー予約申し込み」とし、予約希望月、子どもの氏名(ふりがな)、生年月日、地区、日中のご連絡先を明記し、予約申込期間にお申し込みください。
電話受付日以降、空きがある場合は電話で予約を受け付けますが、定員に達した場合は、キャンセル待ちとなります。
予約空き状況は、母子保健課までお問い合わせください。
申込期限日: 2022/1/10",,,,母子保健課,(047)381-9058,,,
0000000003,122271,1歳児むし歯予防ビーバー教室,,,,,,"むし歯予防のポイント
個別での仕上げみがき実習
食事について相談したいことがある方の個別栄養相談(希望者のみ)
注記:お口の細菌観察、むし歯予測検査はありません。個別対応は、15分程度とさせていただきます。",,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008481.html,,,,,2022-02-25,2022-02-25,10:00,11:30,,,健康センター,,千葉県,浦安市,,,,,,,,,,20,0,,,2022-02-10,,"必要
Eメールでご予約ください。
件名は「ビーバー予約申し込み」とし、予約希望月、子どもの氏名(ふりがな)、生年月日、地区、日中のご連絡先を明記し、予約申込期間にお申し込みください。
電話受付日以降、空きがある場合は電話で予約を受け付けますが、定員に達した場合は、キャンセル待ちとなります。
予約空き状況は、母子保健課までお問い合わせください。
申込期限日: 2022/2/10",,,,母子保健課,(047)381-9058,,,
0000000004,122271,1歳児むし歯予防ビーバー教室,,,,,,"むし歯予防のポイント
個別での仕上げみがき実習
食事について相談したいことがある方の個別栄養相談(希望者のみ)
注記:お口の細菌観察、むし歯予測検査はありません。個別対応は、15分程度とさせていただきます。",,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008481.html,,,,,2022-03-22,2022-03-22,10:00,11:30,,,健康センター,,千葉県,浦安市,,,,,,,,,,20,0,,,2022-03-07,,"必要
Eメールでご予約ください。
件名は「ビーバー予約申し込み」とし、予約希望月、子どもの氏名(ふりがな)、生年月日、地区、日中のご連絡先を明記し、予約申込期間にお申し込みください。
電話受付日以降、空きがある場合は電話で予約を受け付けますが、定員に達した場合は、キャンセル待ちとなります。
予約空き状況は、母子保健課までお問い合わせください。
申込期限日: 2022/3/7",,,,母子保健課,(047)381-9058,,,
0000000005,122271,離乳食ステップアップクラス,,,,,,このころの離乳食のポイントについてお伝えします。,,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008509.html,,,,,2022-01-24,2022-01-24,,,"(1)午後1時40分から午後2時20分、(2)午後2時40分から午後3時20分。注記:開始10分前から受け付け
開始日: 2022/1/24
終了日: 2022/1/24",,健康センター　2階　多目的室,,千葉県,浦安市,,,,,,,,,,10,0,,,,,"必要
下記リンク先(離乳食ステップアップクラス)から、必要事項を入力し、お申し込みください。
受付時間で申込フォームを分けています。ご希望の時間帯のフォームからお申し込みください。

定員になりしだい締め切りますが、定員に空きがある場合は申し込み終了後、翌日の木曜日午前9時から電話で受け付けます。
注記:キャンセルの場合は、母子保健課までご連絡ください。

令和4年1月分の申し込み受付期間
令和4年1月1日(土曜日)午前9時から開始。1月19日(水曜日)午後5時まで

令和4年2月分の申し込み受付期間
令和4年2月1日(火曜日)午前9時から開始。2月16日(水曜日)午後5時まで

令和4年3月分の申し込み受付期間
令和4年3月1日(火曜日)午前9時から開始。3月16日(水曜日)午後5時まで",,,,母子保健課,(047)381-9058,,,
0000000006,122271,離乳食ステップアップクラス,,,,,,このころの離乳食のポイントについてお伝えします。,,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008509.html,,,,,2022-02-25,2022-02-25,,,"(1)午後1時40分から午後2時20分、(2)午後2時40分から午後3時20分。注記:開始10分前から受け付け
開始日: 2022/2/25
終了日: 2022/2/25",,健康センター　2階　多目的室,,千葉県,浦安市,,,,,,,,,,10,0,,,,,"必要
下記リンク先(離乳食ステップアップクラス)から、必要事項を入力し、お申し込みください。
受付時間で申込フォームを分けています。ご希望の時間帯のフォームからお申し込みください。

定員になりしだい締め切りますが、定員に空きがある場合は申し込み終了後、翌日の木曜日午前9時から電話で受け付けます。
注記:キャンセルの場合は、母子保健課までご連絡ください。

令和4年1月分の申し込み受付期間
令和4年1月1日(土曜日)午前9時から開始。1月19日(水曜日)午後5時まで

令和4年2月分の申し込み受付期間
令和4年2月1日(火曜日)午前9時から開始。2月16日(水曜日)午後5時まで

令和4年3月分の申し込み受付期間
令和4年3月1日(火曜日)午前9時から開始。3月16日(水曜日)午後5時まで",,,,母子保健課,(047)381-9058,,,
0000000007,122271,離乳食ステップアップクラス,,,,,,このころの離乳食のポイントについてお伝えします。,,子育て・教育,https://www.city.urayasu.lg.jp/events/kodomo/1022701/1008509.html,,,,,2022-03-22,2022-03-22,,,"(1)午後1時40分から午後2時20分、(2)午後2時40分から午後3時20分。注記:開始10分前から受け付け
開始日: 2022/3/22
終了日: 2022/3/22",,健康センター　2階　多目的室,,千葉県,浦安市,,,,,,,,,,10,0,,,,,"必要
下記リンク先(離乳食ステップアップクラス)から、必要事項を入力し、お申し込みください。
受付時間で申込フォームを分けています。ご希望の時間帯のフォームからお申し込みください。

定員になりしだい締め切りますが、定員に空きがある場合は申し込み終了後、翌日の木曜日午前9時から電話で受け付けます。
注記:キャンセルの場合は、母子保健課までご連絡ください。

令和4年1月分の申し込み受付期間
令和4年1月1日(土曜日)午前9時から開始。1月19日(水曜日)午後5時まで

令和4年2月分の申し込み受付期間
令和4年2月1日(火曜日)午前9時から開始。2月16日(水曜日)午後5時まで

令和4年3月分の申し込み受付期間
令和4年3月1日(火曜日)午前9時から開始。3月16日(水曜日)午後5時まで",,,,母子保健課,(047)381-9058,,,
0000000008,122271,シニアのためのキャリアデザインセミナー&個別相談会,,,,,,"定年後の働き方について考えている
求職中だが仕事がなかなか見つからない
正社員以外の働き方はどのようなものがあるか知りたい",,仕事・産業,https://www.city.urayasu.lg.jp/events/shiminkeizai/shoko/1034403.html,,,,,2022-01-24,2022-01-24,10:00,12:00,"セミナー
開始日: 2022/1/24
終了日: 2022/1/24",,鎌ケ谷市役所地下1階　団体研修室,,千葉県,鎌ケ谷市,新鎌ケ谷,二丁目6番1号,,,,鎌ケ谷市、千葉県、千葉県ジョブサポートセンター,,,,18,0,,,,,"必要
令和3年12月15日(水曜日)から、電話で、鎌ケ谷市商工振興課へ
(土曜日・日曜日、祝日を除く)
電話:047-445-1240",,,,鎌ケ谷市商工振興課,(047)445-1240,,,
0000000009,122271,シニアのためのキャリアデザインセミナー&個別相談会,,,,,,"定年後の働き方について考えている
求職中だが仕事がなかなか見つからない
正社員以外の働き方はどのようなものがあるか知りたい",,仕事・産業,https://www.city.urayasu.lg.jp/events/shiminkeizai/shoko/1034403.html,,,,,2022-01-24,2022-01-24,13:30,16:00,"相談会(30分1枠)
開始日: 2022/1/24
終了日: 2022/1/24",,鎌ケ谷市役所地下1階　団体研修室,,千葉県,鎌ケ谷市,新鎌ケ谷,二丁目6番1号,,,,鎌ケ谷市、千葉県、千葉県ジョブサポートセンター,,,,1,0,,,,,"必要
令和3年12月15日(水曜日)から、電話で、鎌ケ谷市商工振興課へ
(土曜日・日曜日、祝日を除く)
電話:047-445-1240",,,,鎌ケ谷市商工振興課,(047)445-1240,,,
0000000010,122271,順天堂大学浦安病院 市民公開講座(ウェブ開催),,,,,,"次のテーマに沿って、ウェブで市民公開講座を開催します。
防ごう!糖尿病合併症
病院から生活の場へ　あなたが望む暮らしへつなぐ入退院支援
患者支援センターをご活用ください!難病やがんの相談窓口をご存じですか?",,健康・福祉、スポーツ,https://www.city.urayasu.lg.jp/events/kodomo/kenko/1026639.html,,,,,2022-01-24,2022-02-13,,,,,オンライン,,千葉県,浦安市,,,,,,順天堂大学浦安病院地域医療連携室,,,,,0,,,,,"申し込み不要。下のリンク先から、期間内はいつでも視聴できます。
順天堂大学浦安病院ホームページ　(外部リンク)",,,,順天堂大学浦安病院　地域医療連携室,(047)353-3111,2163,,
