NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
1700000003,130001,東京消防出初式,トウキョウショウボウデゾメシキ,,,,,東京消防出初式とは、消防車両分列行進、消防演技、音楽隊とカラーガーズ隊による演奏演技、江戸消防記念会による木遣り、はしご乗りなどを披露する新春恒例の防火・防災行事として、毎年多くの方々に親しまれています。屋内展示場では、消防車両の乗車体験、VR防災体験車、起震車による地震体験など、皆様に楽しみながら防災を理解していただけるコーナーも設けています。,,催事・観光,,,,,,2019-01-06,2019-01-06,09:30,11:50,"開場8:00
開始日: 2019/1/6
終了日: 2019/1/6
開始時刻: 9:30",,東京ビッグサイト,,東京都,江東区,有明,3-10,東京ビッグサイト 東展示場東側埋立地,35.633223,139.800744,東京消防庁,,,,2000,,,,,,,りんかい線国際展示場駅徒歩7分・ゆりかもめ国際展示場正門駅徒歩3分,,,東京消防庁,(03)3212-2111,,,車椅子席は別途対応します。屋内展示場は定員なし。
2100000003,130001,ブラインドサッカーをやってみよう!,ブラインドサッカーヲヤッテミヨウ,,,,,普段あまり目にすることがない障害者スポーツを、気軽に体験できる機会を提供することで、体験的に障害者を理解するきっかけ作りを目的とする。また、実際のスポーツ体験を通じて、障害者スポーツの面白さを知ってもらい、参加者を中心に障害者スポーツが広く認知されることもねらいとする。,,健康・福祉、スポーツ,http://www.wakuwaku-village.com/event/socialeducation/655.html,,,,,2018-12-09,2018-12-09,13:00,17:00,,,高尾の森わくわくビレッジ,,東京都,八王子市,川町,55,,35.673388,139.276525,東京都教育委員会・高尾の森わくわくビレッジ,,,,30,540,(消費税込),,2018-12-03,23:59,"往復はがき
申込期限日: 2018/12/3","電車・バス
○新宿から京王線・JR中央線「高尾駅」
○北口バスのりば西東京バス「高尾の森わくわくビレッジ」行き　終点下車すぐ(バス乗車時間約14分)
車
○中央自動車道　八王子JCT経由　圏央道「八王子西IC」から約10分",,,高尾の森わくわくビレッジ,(042)652-0911,,,
2100000008,130001,第4回 東京都特別支援学校アートプロジェクト展 未来へ 心ゆさぶる色・形,ダイヨンカイトウキョウトトクベツシエンガッコウアートプロジェクトテンミライヘココロユサブルイロ・カタチ,,,,,東京都教育委員会は、「第4回　東京都特別支援学校アートプロジェクト展　未来へ　心ゆさぶる色・形」を開催しますので、お知らせします。 都内特別支援学校に在籍する児童・生徒の芸術活動への意欲喚起や才能の早期発見と伸長を図るとともに、広く都民に障害者への理解を促進するため、児童・生徒が制作した優れた作品を展示します。,,文化・芸術,,,,,,2018-12-05,2018-12-19,11:00,19:00,,,伊藤忠青山アートスクエア,,東京都,港区,北青山,2-3-1,Itochu Garden地下1階,35.672063,139.719902,東京都教育委員会,,,,,,,,,,,東京メトロ銀座線 『外苑前』駅出口4aより徒歩2分;東京メトロ銀座線・半蔵門線・都営地下鉄大江?線 『青山一丁目』駅出口1(北青山方面)より徒歩5分,有料駐車場あり,,教育庁指導部特別支援教育指導課,(03)5320-6847,,,
2100000009,130001,平成30年度 東京都特別支援学校 アートキャラバン展(第4期),ヘイセイサンジュウネンドトウキョウトトクベツシエンガッコウアートキャラバンテン(ダイヨンキ),,,,,昨年度、東京都の全特別支援学校に通う子供たちの応募作品813点の中から、審査会を経て選ばれた50点の作品を、「第3回　東京都特別支援学校アートプロジェクト展」で展示しました。本キャラバン展は、その50点の作品の中から、東京藝術大学の監修の下、それぞれの会場の雰囲気などに合わせて、20~30点の作品を選んで展示している展覧会です。平成30年7月から平成31年1月まで、都内の4会場で実施します。子供たちの創造力が生み出す、芸術の世界を御堪能ください。,,文化・芸術,,,,,,2018-12-22,2019-01-17,10:00,,"①平成30年12月29日~平成31年1月3日及び平成31年1月10日は休館②平日は午後9時00分、土曜日・日曜日・祝日は午後5時30分まで開場
終了日: 2019/1/17",,東京都立多摩図書館,,東京都,国分寺市,泉町,2-2-26,,35.698081,139.469872,東京都教育庁,,,,,,,,,,,JR中央線・武蔵野線「西国分寺駅」南口徒歩7分;京王バス寺85系統「いずみプラザ前」下車徒歩5分;ぶんバス万葉けやきルート「西国分寺駅東」下車　徒歩4分,都立多摩図書館は、普通車(18台)、自動二輪車(3台)を、有料時間貸し(昼間30分150円/夜間60分100円)として民間事業者が管理しております。閲覧エリアご利用者については、2時間無料となりますが、できるだけ公共交通機関での雷管をお願いしております。なお、身体障害者用として2台分を用意しております。,,教育庁指導部特別支援教育指導課,(03)5320-6847,,,
2100000010,130001,現場探訪「“無思想人”大宅壮一の志を継ぐ雑誌図書館を訪ねる」,ゲンバタンホウ「ムシソウジンオオヤソウイチノココロザシヲツグザッシトショカンヲタズネル」,,,,,日本で最初の雑誌図書館「大宅壮一文庫」を訪ねて、文庫職員の案内で迷宮のような書庫を巡ります。同文庫が作成・提供している雑誌記事索引データベースを使った、記事の検索体験もできます。,,文化・芸術,,,,,,2018-12-15,2018-11-15,14:00,16:00,,,公益財団法人大宅壮一文庫,,東京都,世田谷区,八幡山,3-10-20,,35.66455,139.619277,東京都立多摩図書館,,,,10,,,,2018-12-10,,①東京都立図書館ホームページhttps://www.library.metro.tokyo.jp/②電話042-359-4020③東京都立多摩図書館　相談カウンター(1階),京王線「八幡山」駅下車徒歩8分,開館日の午前10時~午後6時;使用料無料;駐車台数7台;利用車両は四輪乗用車に限ります,,東京都立多摩図書館,(042)359-4020,,,※現地集合、現地解散
2100000011,130001,連続ワークショップ「中央線が好きだ。を書く」(第1回 『中央線が好きだ。マガジン』の裏側),レンゾクワークショップ「チュウオウセンガスキダ。ヲカク」(ダイ1カイ『チュウオウセンガスキダ。マガジンノウラガワ),,,,,フリーマガジン『中央線が好きだ。マガジン』の記事執筆に携わっている3人の講師による、オリジナルのウェブマガジン記事を作成するワークショップです。あなたの考える中央線の一押しポイントを、雑誌記事にしてみませんか?※『中央線が好きだ。マガジン』は、JR東日本八王子支社が発行しているフリーペーパーで、『散歩の達人』(交通新聞社)による特別編集版です。,,文化・芸術,,,,,,2019-01-12,2019-01-12,14:00,16:00,,,東京都立多摩図書館,,東京都,国分寺市,泉町,二丁目2番26号,,35.698081,139.469872,東京都立多摩図書館,,,,30,,,,2018-12-22,,①東京都立図書館ホームページhttps://www.library.metro.tokyo.jp/ ②電話042-359-4020③東京都立多摩図書館　相談カウンター(1階),JR中央線・武蔵野線「西国分寺駅」南口徒歩7分;京王バス寺85系統「いずみプラザ前」下車徒歩5分;ぶんバス万葉けやきルート「西国分寺駅東」下車　徒歩4分,都立多摩図書館は、普通車(18台)、自動二輪車(3台)を、有料時間貸し(昼間30分150円/夜間60分100円)として民間事業者が管理しております。閲覧エリアご利用者については、2時間無料となりますが、できるだけ公共交通機関での雷管をお願いしております。なお、身体障害者用として2台分を用意しております。,,東京都立多摩図書館,(042)359-4020,,,①各講座後に自宅での課題作成があります。②記事にしたいテーマをあらかじめお考えの上、第1回ワークショップにご出席ください。 (テーマ例:「中央線の列車」「中央線沿線の散歩スポット」等、中央線に関すること。)③3回すべてに参加していただくことが必要です。④応募多数の場合は抽選となります。
2100000012,130001,連続ワークショップ「中央線が好きだ。を書く」(第2回)「中央線が好きだ!」が伝わる記事の書き方、取材の仕方),レンゾクワークショップ「チュウオウセンガスキダ。ヲカク」(ダイ2カイ「チュウオウセンガスキダ!ガツタワルキジノカキカタ、シュザイノシカタ),,,,,フリーマガジン『中央線が好きだ。マガジン』の記事執筆に携わっている3人の講師による、オリジナルのウェブマガジン記事を作成するワークショップです。あなたの考える中央線の一押しポイントを、雑誌記事にしてみませんか?※『中央線が好きだ。マガジン』は、JR東日本八王子支社が発行しているフリーペーパーで、『散歩の達人』(交通新聞社)による特別編集版です。,,文化・芸術,,,,,,2019-01-26,2019-01-26,14:00,16:00,,,東京都立多摩図書館2階セミナールーム,,東京都,国分寺市,泉町,二丁目2番26号,,35.698081,139.469872,東京都立多摩図書館,,,,1900,,,,2018-12-22,,①東京都立図書館ホームページhttps://www.library.metro.tokyo.jp/ ②電話042-359-4020③東京都立多摩図書館　相談カウンター(1階),JR中央線・武蔵野線「西国分寺駅」南口徒歩7分;京王バス寺85系統「いずみプラザ前」下車徒歩5分;ぶんバス万葉けやきルート「西国分寺駅東」下車　徒歩4分,都立多摩図書館は、普通車(18台)、自動二輪車(3台)を、有料時間貸し(昼間30分150円/夜間60分100円)として民間事業者が管理しております。閲覧エリアご利用者については、2時間無料となりますが、できるだけ公共交通機関での雷管をお願いしております。なお、身体障害者用として2台分を用意しております。,,東京都立多摩図書館,(042)359-4020,,,"①各講座後に自宅での課題作成があります。②記事にしたいテーマをあらかじめお考えの上、第1回ワークショップにご出席ください。 (テーマ例:「中央線の列車」「中央線沿線の散歩スポット」等、中央線に関すること。)③3回すべてに参加していただくことが必要です。④応募多数の場合は抽選となります
定員: 1900/1/30"
2100000013,130001,連続ワークショップ「中央線が好きだ。を書く」(第3回 記事が完成!発表会),レンゾクワークショップ「チュウオウセンガスキダ。ヲカク」(ダイ3カイキジガカンセイ!ハッピョウカイ),,,,,フリーマガジン『中央線が好きだ。マガジン』の記事執筆に携わっている3人の講師による、オリジナルのウェブマガジン記事を作成するワークショップです。あなたの考える中央線の一押しポイントを、雑誌記事にしてみませんか?※『中央線が好きだ。マガジン』は、JR東日本八王子支社が発行しているフリーペーパーで、『散歩の達人』(交通新聞社)による特別編集版です。,,文化・芸術,,,,,,2019-02-09,2019-02-09,14:00,16:00,,,東京都立多摩図書館,,東京都,国分寺市,泉町,二丁目2番26号,,35.698081,139.469872,東京都立多摩図書館,,,,30,,,,2018-12-22,,①東京都立図書館ホームページhttps://www.library.metro.tokyo.jp/ ②電話042-359-4020③東京都立多摩図書館　相談カウンター(1階),JR中央線・武蔵野線「西国分寺駅」南口徒歩7分;京王バス寺85系統「いずみプラザ前」下車徒歩5分;ぶんバス万葉けやきルート「西国分寺駅東」下車　徒歩4分,都立多摩図書館は、普通車(18台)、自動二輪車(3台)を、有料時間貸し(昼間30分150円/夜間60分100円)として民間事業者が管理しております。閲覧エリアご利用者については、2時間無料となりますが、できるだけ公共交通機関での雷管をお願いしております。なお、身体障害者用として2台分を用意しております。,,東京都立多摩図書館,(042)359-4020,,,①各講座後に自宅での課題作成があります。②記事にしたいテーマをあらかじめお考えの上、第1回ワークショップにご出席ください。 (テーマ例:「中央線の列車」「中央線沿線の散歩スポット」等、中央線に関すること。)③3回すべてに参加していただくことが必要です。④応募多数の場合は抽選となります。
0700000001,130001,障害者フライングディスク体験教室【府中けやきの森学園】,ショウガイシャフライングディスクタイケンキョウシツ【フチュウケヤキノモリガクエン】,,,,,障害の有無に関わらず、みんなで楽しめるフライングディスクが体験できます。ペットボトルタワーに向かって投げるなどのゲームで楽しく体を動かしませんか。各回20名の先着順です。参加できる日にぜひお申込み下さい。,,健康・福祉、スポーツ,,,,,,2018-12-02,2018-12-02,10:00,11:30,"受付9時30分
開始日: 2018/12/2
終了日: 2018/12/2",,東京都立府中けやきの森学園,,東京都,府中市,朝日町,3-14-1,,35.669503,139.52303,東京都,,,,20,,,,,,①電話②FAX③郵送④インターネット(東京都スポーツ文化事業団ホームページ　http://www.tef.or.jp/school/ ),"京王線「飛田給」駅から徒歩約15分;送迎バスもご用意しています。最寄駅(飛田給駅)⇔会場の区間のみ。
※要予約・先着順",駐車場には限りがございます。(予約不可),,公益財団法人東京都スポーツ文化事業団都立学校活用促進担当,(03)6804-5636,,,①ボランティアも同時募集します。会場誘導等の業務はもちろん、障害者の方と一緒に楽しい時間を過ごしましょう。②健康状態には十分に留意し、自身または保護者の責任において参加してください。 ③参加者の傷害保険は運営者側で加入いたします。
0700000002,130001,障害者フライングディスク体験教室【高島特別支援学校】,ショウガイシャフライングディスクタイケンキョウシツ【タカシマトクベツシエンガッコウ】,,,,,障害の有無に関わらず、みんなで楽しめるフライングディスクが体験できます。ペットボトルタワーに向かって投げるなどのゲームで楽しく体を動かしませんか。各回20名の先着順です。参加できる日にぜひお申込み下さい。,,健康・福祉、スポーツ,,,,,,2018-12-02,2018-12-02,10:00,11:30,"受付9時30分
開始日: 2018/12/2
終了日: 2018/12/2",,東京都立高島特別支援学校,,東京都,板橋区,高島平,3-7-2,,35.786414,139.65437,東京都,,,,20,,,,,,①電話②FAX③郵送④インターネット(東京都スポーツ文化事業団ホームページ　http://www.tef.or.jp/school/ ),都営三田線新高島平駅から徒歩10分;国際興業バス　　　高島高校から徒歩2分,駐車場には限りがございます。(予約不可),,公益財団法人東京都スポーツ文化事業団都立学校活用促進担当,(03)6804-5636,,,①ボランティアも同時募集します。会場誘導等の業務はもちろん、障害者の方と一緒に楽しい時間を過ごしましょう。②健康状態には十分に留意し、自身または保護者の責任において参加してください。 ③参加者の傷害保険は運営者側で加入いたします。
