NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,131148,「中野区・杉並区わかもの就職相談・面接会」及び「面接直前対策セミナー」の開催,,,,,,,,仕事・産業,,,,,,2022-01-28,,,,,,中野区産業振興センター,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000002,131148,社会保険・労務管理相談を実施します(予約が必要です),,,,,,,,セミナー,,,,,,2021-04-16,2022-03-18,,,"午後1時から午後4時まで
開始日: 2021/4/16
終了日: 2022/3/18",,中野区役所1階専門相談室,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000003,131148,2021年度離乳食講習会 北部すこやか福祉センター,,,,,,,,セミナー,,,,,,2021-04-22,2022-03-17,,,"1部午後1時15分から、2部午後2時40分から
開始日: 2021/4/22
終了日: 2022/3/17",,北部すこやか福祉センター,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000004,131148,不妊専門相談・ほっとピアおしゃべり会,,,,,,,,子育て・教育,,,,,,2021-05-15,2022-03-12,,,"不妊専門相談:午後2時30分~4時45分　ほっとピアおしゃべり会:午後2時30分~4時
開始日: 2021/5/15
終了日: 2022/3/12",,中野区役所,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000005,131148,認知症・若年性認知症・物忘れ相談会を開催します!,,,,,,,,健康・福祉、スポーツ,,,,,,2021-12-02,2022-02-15,,,"11時30分から15時30分
開始日: 2021/12/2
終了日: 2022/2/15",,区役所1階区民ホール,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000006,131148,スマートフォン体験会(希望者には1か月間の機器貸出あり),,,,,,,,生活と環境,,,,,,2022-01-06,2022-03-21,,,"各日12時~16時　ただし、3月20日(日曜日)は9時~12時、13時~16時
開始日: 2022/1/6
終了日: 2022/3/21",,各区民活動センター及び中野区役所,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000007,131148,歴史民俗資料館 館蔵品展「火の利用~灯す・焼く・暖まる~」,,,,,,,,文化・芸術,,,,,,2021-12-21,2022-02-13,,,"2021年12月21日(火曜日)から2022年2月13日(日曜日)
終了日: 2022/2/13",,中野区立歴史民俗資料館,,東京都,中野区,,,,,,,,,,,0,,,,,,,,,,,,,
0000000008,131148,2021年度 中野区立歴史民俗資料館 展示・講座・イベントのご案内,,,,,,,,文化・芸術,,,,,,2021-04-01,2022-03-31,,,"午前9時から午後5時まで(入館は午後4時半まで)
開始日: 2021/4/1
終了日: 2022/3/31",,中野区立歴史民俗資料館,,東京都,中野区,江古田,四丁目3番4号,,,,,,,,,0,,,,,,,,,,,,,
0000000001,131148,歴史民俗資料館 中野区魅力紹介展示「歴史と自然、にぎわいのまち中野 中野区立歴史民俗資料館-」,,,,,,区内では「れきみん」の略称で親しまれている山﨑記念中野区立歴史民俗資料館は、郷土の貴重な資料を保存し展示公開している中野区の文化拠点です。今回の展示では、当館の所蔵資料の紹介とともに国指定名勝である「哲学堂公園」などの中野区の歴史、史跡、街並みを地図や写真などを交え、”歴史と自然、にぎわいのまち中野”を感じとってもらえる空間を展開します。ぜひ、この展示で中野のまちを感じていただきながら、中野区の魅力再発見を楽しんでください。,,文化・芸術,https://www.city.tokyo-nakano.lg.jp/dept/211500/d031826.html,,,,,2022-01-12,2022-02-26,09:00,,"平日:午前9時から午後8時30分、土曜日:午前9時から午後5時
開始日: 2022/1/12
終了日: 2022/2/26
開始時刻: 9:00",,東京区政会館　1階エントランスホール,,東京都,千代田区,飯田橋,3-5-1,,,,中野区・公益財団法人　特別区協議会,,,,,,,,,,,"東京メトロ東西線「飯田橋駅」A5出口すぐ
東京メトロ有楽町線・南北線「飯田橋駅」A2出口徒歩2分
都営地下鉄大江戸線「飯田橋駅」A2出口徒歩2分
JR中央・総武線「飯田橋駅」東口徒歩5分
関連",,,公益財団法人　特別区協議会事業部　事業推進課,(03)5210-9913,,,
0000000002,131148,スマートフォン体験会(希望者には1か月間の機器貸出あり),,,,,,"区では東京都等と連携して高齢者の方を対象に、スマートフォンの利用にあたっての普及啓発をおこなっております。
スマートフォンを持っているけど、使い方に慣れていないという方はもちろん、スマートフォンを持っていない方にも無料貸出がありますので、ご家族やご友人で持っていない方にも、この「スマートフォン体験会」を、ぜひご紹介ください。",,生活と環境,https://www.city.tokyo-nakano.lg.jp/dept/107000/d031702.html,,,,,2022-01-24,2022-01-24,12:00,16:00,,,昭和区民活動センター,,東京都,中野区,中野,6-16-20,,,,,,,,10,0,,,,,スマートフォン普及啓発事業事務局へ電話かファクスで申込ください。,,,,スマートフォン普及啓発事業事務局,(03)3804-3381,,,
