NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,132080,ちょうふピースメッセンジャー2021 メッセージボード巡回展「つながる」,,,,,,"市では、戦争体験者の高齢化などにより、若い世代に戦争体験を語り継ぐ機会が減少している中、次代を担う子どもたちを被爆地へ派遣し、戦争・平和に関する現地施設の見学等を通じて戦争の悲惨さや平和の大切さについて肌で学ぶ機会を設け、その成果を広く市民へ還元することを目指す事業を実施しています。
令和3年度は新型コロナウイルス感染症の影響を踏まえ、被爆地長崎へのピースメッセンジャーの派遣は中止としましたが、オンラインを活用した青少年ピースフォーラムへの参加や、市近隣の戦跡を巡るフィールドワーク、調布市平和映画・朗読会での朗読発表などを通し、戦争・平和について学びました。
今後、ピースメッセンジャーたちは、平和祈念事業などへの参加を通じて、平和への想いを市内外に拡げていきます。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1634608617523/index.html,,,,,2022-01-19,2022-01-30,,,"長期間イベント
開始日: 2022/1/19
終了日: 2022/1/30",,西部公民館,,東京都,調布市,,,,,,,,,,,,,,,,,,,,生活文化スポーツ部　文化生涯学習課,(042)481-7139,,,042-481-7139・7140・7745
0000000002,132080,ちょうふピースメッセンジャー2021 メッセージボード巡回展「つながる」,,,,,,"市では、戦争体験者の高齢化などにより、若い世代に戦争体験を語り継ぐ機会が減少している中、次代を担う子どもたちを被爆地へ派遣し、戦争・平和に関する現地施設の見学等を通じて戦争の悲惨さや平和の大切さについて肌で学ぶ機会を設け、その成果を広く市民へ還元することを目指す事業を実施しています。
令和3年度は新型コロナウイルス感染症の影響を踏まえ、被爆地長崎へのピースメッセンジャーの派遣は中止としましたが、オンラインを活用した青少年ピースフォーラムへの参加や、市近隣の戦跡を巡るフィールドワーク、調布市平和映画・朗読会での朗読発表などを通し、戦争・平和について学びました。
今後、ピースメッセンジャーたちは、平和祈念事業などへの参加を通じて、平和への想いを市内外に拡げていきます。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1634608617523/index.html,,,,,2022-02-02,2022-02-13,,,"長期間イベント
開始日: 2022/2/2
終了日: 2022/2/13",,東部公民館,,東京都,調布市,,,,,,,,,,,,,,,,,,,,生活文化スポーツ部　文化生涯学習課,(042)481-7139,,,042-481-7139・7140・7745
0000000003,132080,ちょうふピースメッセンジャー2021 メッセージボード巡回展「つながる」,,,,,,"市では、戦争体験者の高齢化などにより、若い世代に戦争体験を語り継ぐ機会が減少している中、次代を担う子どもたちを被爆地へ派遣し、戦争・平和に関する現地施設の見学等を通じて戦争の悲惨さや平和の大切さについて肌で学ぶ機会を設け、その成果を広く市民へ還元することを目指す事業を実施しています。
令和3年度は新型コロナウイルス感染症の影響を踏まえ、被爆地長崎へのピースメッセンジャーの派遣は中止としましたが、オンラインを活用した青少年ピースフォーラムへの参加や、市近隣の戦跡を巡るフィールドワーク、調布市平和映画・朗読会での朗読発表などを通し、戦争・平和について学びました。
今後、ピースメッセンジャーたちは、平和祈念事業などへの参加を通じて、平和への想いを市内外に拡げていきます。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1634608617523/index.html,,,,,2022-02-16,2022-02-27,,,"長期間イベント
開始日: 2022/2/16
終了日: 2022/2/27",,北部公民館,,東京都,調布市,,,,,,,,,,,,,,,,,,,,生活文化スポーツ部　文化生涯学習課,(042)481-7139,,,042-481-7139・7140・7745
0000000004,132080,ちょうふピースメッセンジャー2021 メッセージボード巡回展「つながる」,,,,,,"市では、戦争体験者の高齢化などにより、若い世代に戦争体験を語り継ぐ機会が減少している中、次代を担う子どもたちを被爆地へ派遣し、戦争・平和に関する現地施設の見学等を通じて戦争の悲惨さや平和の大切さについて肌で学ぶ機会を設け、その成果を広く市民へ還元することを目指す事業を実施しています。
令和3年度は新型コロナウイルス感染症の影響を踏まえ、被爆地長崎へのピースメッセンジャーの派遣は中止としましたが、オンラインを活用した青少年ピースフォーラムへの参加や、市近隣の戦跡を巡るフィールドワーク、調布市平和映画・朗読会での朗読発表などを通し、戦争・平和について学びました。
今後、ピースメッセンジャーたちは、平和祈念事業などへの参加を通じて、平和への想いを市内外に拡げていきます。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1634608617523/index.html,,,,,2022-03-18,2022-03-27,,,"長期間イベント
開始日: 2022/3/18
終了日: 2022/3/27",,郷土博物館,,東京都,調布市,,,,,,,,,,,,,,,,,,,,生活文化スポーツ部　文化生涯学習課,(042)481-7139,,,042-481-7139・7140・7745
0000000005,132080,がん検診啓発オンラインセミナー(アフラック生命保険株式会社との共催),,,,,,「コロナ禍でもがん検診を受診することの大切さ」を伝えるため、「コロナとがん」をテーマに東京大学大学院医学系研究科総合放射線腫瘍学講座特任教授の中川恵一先生が講演を行います。,,健康・福祉、スポーツ,https://www.city.chofu.tokyo.jp/www/contents/1638857933644/index.html,,,,,2021-12-17,2022-02-28,,,"長期間配信
終了日: 2022/2/28",,オンライン,,東京都,調布市,,,,,,,,,,,0,,,,,"アフラック生命保険株式会社のオンラインセミナー特設サイト(外部リンク)にアクセスし視聴。
配信期間中どなたでも視聴可能です。調布市民でない方もご視聴いただけます。
費用は無料です。事前の申し込み等も不要です。",,,,福祉健康部　健康推進課,(042)441-6100,,,
0000000006,132080,「調布市いきものフォトコンテスト2021 感じよう 生物多様性」の応募作品展,,,,,,"調布市では、市内の自然環境の再発見と生物多様性への理解を深める目的で、「調布市いきものフォトコンテスト2021」を実施し、市内に生息する野生の生き物主体の写真を募集したところ計64点の作品が集まりました。ご応募いただいた作品は、調布市多摩川自然情報館2階の廊下に展示します。
また、応募作品の中から受賞作品を決定するための投票を実施します。受賞作品は、皆様の投票及び専門家による評価で決定します。調布市多摩川自然情報館にお越しの際は、応募作品をご覧のうえ、ぜひ投票をお願いします。",,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1639719282195/index.html,,,,,,2022-02-13,,,"長期間イベント
終了日: 2022/2/13",,調布市多摩川自然情報館,,東京都,調布市,,,,,,,,,,,0,,,,,"投票方法
調布市多摩川自然情報館2階廊下で配架している投票用紙に必要事項を記入し、投票してください。各部門1人2票まで投票可能です。
(注)投票受付期間中の投票は、1人1回までです。",,,,調布市多摩川自然情報館運営受託事業者株式会社セル,(03)3406-1724,,,
0000000007,132080,郷土学習展「ちょっと昔の暮らし」,,,,,,"郷土学習展は、昔の道具や暮らしについて調べている子どもたちの学習に役立つよう、博物館の収蔵品の中から衣・食・住を中心とした道具を紹介する展示です。
私たちは、暮らしの中でたくさんの道具を使っています。道具は時代の移り変わりとともに改良され、特に電気を使った製品が広まる前と後では、暮らしが大きく変化しました。今から60年ほど前の「ちょっと昔」(1960年ごろ)、多くの人びとが家で電化製品を使うようになって暮らしが便利になりました。電気がない代わりにさまざまな工夫をこらしていた「もっと昔」の道具や、今の私たちが使っている道具と比べながら、暮らしの移り変わりに思いをめぐらせてご覧ください。",,子育て・教育,https://www.city.chofu.tokyo.jp/www/contents/1610609846709/index.html,,,,,2022-01-12,2022-05-29,,,"長期間イベント
開始日: 2022/1/12
終了日: 2022/5/29",,郷土博物館　1階展示室・ホール,,東京都,調布市,,,,,,,,,,,0,,,,,,,,,教育委員会教育部　郷土博物館,(042)481-7656,,,
0000000008,132080,「これって男女平等じゃない!! 男女平等な社会をめざして」ブックフェア,,,,,,"「これって男女平等じゃない!!」「男女平等な社会とは?」を考える試みとして関連する書籍を展示をします。
今回のブックフェアは調布市立図書館と連携しています。調布市立図書館の図書は閲覧のみとなりますが、男女共同参画推進センター所蔵の図書はセンターにて貸出し(2週間)も可能です。
お手に取ってご覧ください。",,文化・芸術,https://www.city.chofu.tokyo.jp/www/contents/1637912586947/index.html,,,,,2021-12-06,2022-02-28,,,"長期間イベント
開始日: 2021/12/6
終了日: 2022/2/28",,男女共同参画推進センター　展示コーナー,,東京都,調布市,,,,,,,,,,,,,,,,,,,,男女共同参画推進センター,(042)443-1213,,,
0000000009,132080,地域連携事業「桐朋生が教える今ドキDANCE(ダンス)」(全3回),,,,,,ダンスのジャンル「ピップホップ」「ガールズ」の基本を、桐朋女子ダンス部の皆さんと一緒に練習してみませんか。踊る楽しさを体感し、3回目には覚えた振付で1曲を完成させます。,,健康・福祉、スポーツ,https://www.city.chofu.tokyo.jp/www/contents/1637888944965/index.html,,,,,2022-01-25,2022-01-25,16:00,17:00,,,東部公民館　学習室,,東京都,調布市,,,,,,,,,,10,0,,,,,12月25日(土曜日)午前9時から、電話または直接東部公民館へ,,,,教育委員会教育部　東部公民,(03)3309-4505,,,
0000000010,132080,地域連携展示「桐朋女子・自然科学部天文班」,,,,,,東部公民館に隣接する桐朋女子中・高等学校の自然科学部天文班による、部活動の展示発表です。地域の皆さま、どうぞご覧ください。,,生活と環境,https://www.city.chofu.tokyo.jp/www/contents/1640139311537/index.html,,,,,2022-01-13,2022-01-30,09:00,21:30,"長期間イベント
開始日: 2022/1/13
終了日: 2022/1/30
開始時刻: 9:00",,東部公民館　回廊スペース,,東京都,調布市,,,,,,,,,,,,,,,,,,,,教育委員会教育部　東部公民館,(03)3309-4505,,,
