NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,131041,ふれあいフェスタ,フレアイフェスタ,Fureai Festival,,,,,,催事・観光,http://www.city.shinjuku.lg.jp/event/ff2018_00001.html,,,,,2019-10-20,2019-10-20,10:00,16:00,,,都立戸山公園(大久保地区)・新宿スポーツセンター,,東京都,新宿区,大久保,3丁目5,,35.707769,139.705056,新宿区・大新宿区まつり実行委員会,,,,,0,,,,,,副都心線西早稲田駅より徒歩3分、高田馬場駅より徒歩10分、都営バス「早大理工前」下車徒歩3分,無,,大新宿区まつり実行委員会事務局(新宿区文化観光課),(03)5273-4069,,,
0000000002,131041,神楽坂まつり,カグラザカマツリ,Kagurazaka Festival,,,,,,催事・観光,http://www.kagurazaka.in/,,,,,2019-07-24,2019-07-27,17:30,22:00,,,神楽坂通りとその周辺,,東京都,新宿区,神楽坂,1丁目~6丁目,,35.701417,139.739446,神楽坂まつり実行委員会,,,,,0,,,,,,飯田橋駅、東西線神楽坂駅、大江戸線牛込神楽坂駅,無,,,,,,
0000000003,131041,エイサーまつり,エイサーマツリ,Shinjuku Eisa Festival,,,,,,催事・観光,http://www.shinjuku-eisa.com/,,,,,2019-07-27,2019-07-27,12:00,20:00,,,新宿駅周辺,,東京都,新宿区,,,,35.692131,139.701074,新宿エイサーまつり大会委員会,,,,,0,,,,,,新宿駅、新宿三丁目駅、西武新宿駅,無,,,,,,
0000000004,131041,染の小道,ソメノコミチ,Some no Komichi,,,,,,催事・観光,http://www.somenokomichi.com/,,,,,,,10:00,17:00,,,中井駅周辺,,東京都,新宿区,,,,35.715072,139.687377,染の小道実行委員会,,,,,0,,,,,,西武新宿線中井駅、大江戸線中井駅,無,,,,,,
0000000005,131041,芸術体験ひろば,ゲイジュツタイケンヒロバ,,,,,,,文化・芸術,http://www.geidankyo.or.jp/12kaden/,,,,,2019-05-05,2019-05-05,10:00,16:40,,,芸能花伝舎,,東京都,新宿区,西新宿,6丁目12番30号,,35.693988,139.688847,公益社団法人 日本芸能実演家団体協議会・新宿区ほか各団体,,,,,,,,,,"事前申込制
(一部当日整理券配布)",丸の内線西新宿駅「出口2」より徒歩約6分、都営大江戸線都庁前駅「出口A5」より徒歩約7分、JR新宿駅西口より徒歩約15分,無,,「芸術体験ひろば」事務局,(03)5909-3060,,,
0000000006,131041,新宿まちフェス2019 WORLD DANCE STREET,シンジュクマチフェス2019 ワールドダンスストリート,Shinjuku machi fes 2019 World dance street,,,,,,催事・観光,https://www.kanko-shinjuku.jp/,,,,,2019-10-05,2019-10-05,12:00,16:00,,,新宿通り,,東京都,新宿区,新宿,3丁目,,35.692131,139.701074,新宿まちフェス実行委員会,,,,,0,,,,,,新宿駅、新宿三丁目駅、西武新宿駅,無,,新宿観光振興協会,(03)3344-3160,,,
0000000010,131041,新宿フィールドミュージアム オープニングイベント,シンジュクフィールドミュージアムオープニングイベント,Shinjuku Field MuseumOpening Event,,,,7月から11月まで、「新宿フィールドミュージアム」として、新宿区内全域で文化芸術イベントを繰り広げます。オープニングイベントでは、文化芸術の鑑賞や体験イベントを行います。,,文化・芸術,https://www.sfm-shinjuku.jp/,,,,,2021-07-18,2021-07-18,11:00,16:00,"日時変更の可能性有
開始日: 2021/7/18
終了日: 2021/7/18",,新宿駅西口広場イベントコーナー,,東京都,新宿区,西新宿,一丁目地先,,35.6908,139.69846,新宿フィールドミュージアム協議会,,,,,0,,,,,事前申込不要,JR新宿駅西口改札すぐ,なし,,新宿フィールドミュージアム協議会事務局(新宿区文化観光課文化観光係),(03)5273-4069,3352,,
0000000011,131041,新宿フィールドミュージアム「SHIN ON SAI」,シンジュクフィールドミュージアムシンオンサイ,Shinjuku Field Museum Shin-on-sai,,,,7月から11月まで、新宿区内全域で繰り広げる「新宿フィールドミュージアム」の目玉として、都市型音楽フェス「-shin-音祭」を開催します。有料・無料ライブやワークショップを開催します。,,文化・芸術,https://www.sfm-shinjuku.jp/,,,,,2021-10-02,2021-10-03,11:00,20:00,"日時変更の可能性有
開始日: 2021/10/2
終了日: 2021/10/3",,新宿区立新宿文化センター,,東京都,新宿区,新宿,6-14-1,,35.695455,139.709798,新宿フィールドミュージアム協議会,,,,,,"(一部無料イベントあり)
料金(基本): 有料",,,,チケット事前販売,JR・京王線・小田急線新宿駅東口徒歩15分/西武新宿線西武新宿駅徒歩15分/都営大江戸線・東京メトロ副都心線東新宿駅A3出口徒歩5分/東京メトロ丸ノ内線・副都心線新宿三丁目駅E1出口徒歩7分、B3出口徒歩11分/都営新宿線新宿三丁目駅C7出口徒歩10分,一般来場者はご利用いただけませんが、身体障がいのあるご来館者については、駐車場をご利用いただけます。(要予約),,新宿フィールドミュージアム協議会事務局(新宿区文化観光課文化観光係),(03)5273-4069,3352,,
0000000012,131041,新宿 春の楽しいジャズ祭り,シンジュクハルノタノシイジャズマツリ,Shinjuku Spring Jazz Festival,,,,新宿文化センター全館が会場となり、プロ・アマ約150団体が登場し、熱演を披露します。大編成のビッグバンドから小編成のピアノトリオまで、様々なスタイルのジャズをお楽しみください。新緑が美しい5月は、心もからだもスイング!スイング!!,,音楽,https://www.regasu-shinjuku.or.jp/bunka-center/,,,,,2019-05-11,2019-05-11,11:00,19:50,,,新宿文化センター,,東京都,新宿区,新宿,6-14-1,,35.695455,139.709798,公益財団法人新宿未来創造財団,,,,,3500,前売:3000円、当日3500円、新宿区民割引2700円、高校生以下無料,,2019-05-11,19:50,"チケット購入
申込期限日: 2019/5/11",JR・京王線・小田急線新宿駅東口徒歩15分/西武新宿線西武新宿駅徒歩15分/都営大江戸線・東京メトロ副都心線東新宿駅A3出口徒歩5分/東京メトロ丸ノ内線・副都心線新宿三丁目駅E1出口徒歩7分、B3出口徒歩11分/都営新宿線新宿三丁目駅C7出口徒歩10分,一般来場者はご利用いただけませんが、身体障がいのあるご来館者については、駐車場をご利用いただけます。(要予約),,新宿文化センター,(03)3350-1141,,,
0000000013,131041,沖縄音楽フェスティバル,オキナワオンガクフェスティバル,Okinawa Music Festibal,,,,真夏の新宿の風物詩「新宿エイサーまつり」の協力公演として、2005年にスタートした「沖縄音楽フェスティバル」,,催事・観光,https://www.regasu-shinjuku.or.jp/bunka-center/,,,,,2019-07-27,2019-07-27,16:00,18:00,,,新宿文化センター,,東京都,新宿区,新宿,6-14-1,,35.695455,139.709798,公益財団法人新宿未来創造財団,,,,1802,4000,新宿区民割引3800円、新宿文化センター友の会割引3500円,,2019-07-27,18:00,"チケット購入
申込期限日: 2019/7/27",JR・京王線・小田急線新宿駅東口徒歩15分/西武新宿線西武新宿駅徒歩15分/都営大江戸線・東京メトロ副都心線東新宿駅A3出口徒歩5分/東京メトロ丸ノ内線・副都心線新宿三丁目駅E1出口徒歩7分、B3出口徒歩11分/都営新宿線新宿三丁目駅C7出口徒歩10分,一般来場者はご利用いただけませんが、身体障がいのあるご来館者については、駐車場をご利用いただけます。(要予約),,新宿文化センター,(03)3350-1141,,,
