NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,112348,NPO法人設立基礎講座~NPOってなんだろう?~,,,,,,「NPO法人はどんな活動をしているのか知りたい」、「NPO法人の作り方を教えてほしい」などの疑問にお答えします。どなたでも気軽に参加できる講座です。,,仕事・産業,https://www.city.yashio.lg.jp/event/koen_koza/6001211227114449897.html,,,,,2022-01-25,2022-01-25,13:30,16:00,"受付は13時から
開始日: 2022/1/25
終了日: 2022/1/25",,春日部地方庁舎3階大会議室,,埼玉県,春日部市,大沼,1-76,,,,,,,,30,0,,,2022-01-14,,"令和4年1月14日(金曜日)までに電話またはメールでお申し込みください。
　お申し込みの際は、参加者のお名前、住所、電話番号をお知らせください。なお、複数人でのお申し込みの場合は、参加者全員のお名前、住所、電話番号をお知らせください。
申込期限日: 2022/1/14",,,,市民活力推進部　市民協働推進課　生涯学習推進担当・自治振興担当,(048)996-2016,,,
0000000002,112348,令和3年度冬のスポーツ教室 1.ピラティス,,,,,,身体の「正しい姿勢」を整えるため、無意識に動かしている「クセ」を修正し、関節可動域を広げる動きづくりなどを行います。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-18,2022-03-08,09:30,10:30,"毎週火曜日・全8回
開始日: 2022/1/18
終了日: 2022/3/8
開始時刻: 9:30",,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,30,4000,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000003,112348,令和3年度冬のスポーツ教室 2.健康ダンベル,,,,,,簡単な道具を用いて軽い筋力トレーニングと有酸素運動を行いながら楽しくシェイプアップさせていきます。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-18,2022-03-08,10:45,11:45,"毎週火曜日・全8回
開始日: 2022/1/18
終了日: 2022/3/8",,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,30,4000,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000004,112348,令和3年度冬のスポーツ教室 3.はじめて簡単エアロ,,,,,,初心者向けの教室です。簡単な基本的なステップからはじめます。リズムにあわせて体を動かす有酸素運動を行い、楽しみながら脂肪燃焼を目指します。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-18,2022-03-08,19:00,19:45,"毎週火曜日・全8回
開始日: 2022/1/18
終了日: 2022/3/8",,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,30,3200,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000005,112348,令和3年度冬のスポーツ教室 4.ダイエットエクササイズ,,,,,,運動量が多めの教室です。みんなで音楽にあわせて、楽しく全身を動かして、脂肪を燃やしましょう。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-18,2022-03-08,20:00,20:45,"毎週火曜日・全8回
開始日: 2022/1/18
終了日: 2022/3/8",,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,30,3200,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000006,112348,令和4年度冬のスポーツ教室 5.骨盤リメイクヨガ,,,,,,日常生活で歪みやすくなっている骨盤を正常な位置に戻すようアプローチしていきます。骨盤を中心に全身のバランス調整をします。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-21,2022-03-18,09:30,10:30,"2月11日を除く毎週金曜日・全8回
開始日: 2022/1/21
終了日: 2022/3/18
開始時刻: 9:30",,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,30,4000,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000007,112348,令和5年度冬のスポーツ教室 6.親子卓球(小学生+保護者),,,,,,"卓球初心者、初級者の小学生とその保護者を対象とした教室です。
ラケットの持ち方など、卓球の基礎から学び、卓球を楽しんでもらうことを目標とします。",,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-02-05,2022-02-26,19:00,20:30,"毎週土曜日・全4回
開始日: 2022/2/5
終了日: 2022/2/26",,文化スポーツセンター講堂,,埼玉県,八潮市,,,,,,,,,,20,3200,"子ども1人追加につきプラス1,200円",,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000008,112348,令和6年度冬のスポーツ教室 7.なわとび&マット運動,,,,,,"「なわとび」「マット運動」が苦手な児童を対象とした教室です。
「なわとび」では長く飛び続ける跳び方や二重跳びの跳び方、「マット運動」では、身体の使い方など、それぞれの「コツ」を教えます。",,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-01-29,2022-02-19,09:00,11:00,"2月12日を除く毎週土曜日・全3回
開始日: 2022/1/29
終了日: 2022/2/19
開始時刻: 9:00",,文化スポーツセンター体育室,,埼玉県,八潮市,,,,,,,,,,20,1800,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000009,112348,令和7年度冬のスポーツ教室 8.ミズノスポーツ塾(跳び箱&鉄棒),,,,,,「鉄棒」「跳び箱」が苦手な児童・幼児向けの教室です。鉄棒、跳び箱に慣れて、楽しみながら苦手を克服するプログラムです。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-03-05,2022-03-05,10:00,11:30,,,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,15,500,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
0000000010,112348,令和7年度冬のスポーツ教室 8.ミズノスポーツ塾(跳び箱&鉄棒),,,,,,「鉄棒」「跳び箱」が苦手な児童・幼児向けの教室です。鉄棒、跳び箱に慣れて、楽しみながら苦手を克服するプログラムです。,,健康・福祉、スポーツ,https://www.city.yashio.lg.jp/kurashi/sports_rec/sportskyoshitsu/sportsR3-4.html,,,,,2022-03-05,2022-03-05,13:00,14:30,,,エイトアリーナ,,埼玉県,八潮市,,,,,,,,,,15,500,,,,,"12月14日から各教室の初回教室1週間前までに、参加申込書(文化スポーツセンター、エイトアリーナまたはホームページからダウンロードで入手)を文化スポーツセンター(受付=午前9時から午後5時まで)へ
　注記:窓口での三密回避のため電話での受付も行います。なお、電話で受付した場合も、上記期限までに参加申込書などを文化スポーツセンター窓口へご持参ください。",,,,市民活力推進部　スポーツ振興課(文化スポーツセンター)　スポーツ振興担当,(048)996-5126,,,
