NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,132152,地域で日本語支援をしたい人のための日本語教育入門,,,,,,"地域で日本語を学んでいる外国にルーツのある方々に、日本語を教えてみたいと考えている方のための講座です。日本語を教える際に必要なことを、理論・実践の両方から学んでいきます。(全8回)
・講座終了後に、日本語サポートボランティアの活動内容について紹介があります。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1512301140878.html,,,,,2022-01-25,2022-01-25,18:00,20:00,,,公民館　3階講座室,,東京都,国立市,,,,,,,,,,12,2200,,,,,"12月9日(木曜日)朝9時から
公民館電話042(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000002,132152,地域で日本語支援をしたい人のための日本語教育入門,,,,,,"地域で日本語を学んでいる外国にルーツのある方々に、日本語を教えてみたいと考えている方のための講座です。日本語を教える際に必要なことを、理論・実践の両方から学んでいきます。(全8回)
・講座終了後に、日本語サポートボランティアの活動内容について紹介があります。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1512301140878.html,,,,,2022-02-01,2022-02-01,18:00,20:00,,,公民館　3階講座室,,東京都,国立市,,,,,,,,,,12,2200,,,,,"12月9日(木曜日)朝9時から
公民館電話042(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000003,132152,地域で日本語支援をしたい人のための日本語教育入門,,,,,,"地域で日本語を学んでいる外国にルーツのある方々に、日本語を教えてみたいと考えている方のための講座です。日本語を教える際に必要なことを、理論・実践の両方から学んでいきます。(全8回)
・講座終了後に、日本語サポートボランティアの活動内容について紹介があります。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1512301140878.html,,,,,2022-02-08,2022-02-08,18:00,20:00,,,公民館　3階講座室,,東京都,国立市,,,,,,,,,,12,2200,,,,,"12月9日(木曜日)朝9時から
公民館電話042(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000004,132152,地域で日本語支援をしたい人のための日本語教育入門,,,,,,"地域で日本語を学んでいる外国にルーツのある方々に、日本語を教えてみたいと考えている方のための講座です。日本語を教える際に必要なことを、理論・実践の両方から学んでいきます。(全8回)
・講座終了後に、日本語サポートボランティアの活動内容について紹介があります。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1512301140878.html,,,,,2022-02-15,2022-02-15,18:00,20:00,,,公民館　3階講座室,,東京都,国立市,,,,,,,,,,12,2200,,,,,"12月9日(木曜日)朝9時から
公民館電話042(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000005,132152,地域で日本語支援をしたい人のための日本語教育入門,,,,,,"地域で日本語を学んでいる外国にルーツのある方々に、日本語を教えてみたいと考えている方のための講座です。日本語を教える際に必要なことを、理論・実践の両方から学んでいきます。(全8回)
・講座終了後に、日本語サポートボランティアの活動内容について紹介があります。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1512301140878.html,,,,,2022-02-22,2022-02-22,18:00,20:00,,,公民館　3階講座室,,東京都,国立市,,,,,,,,,,12,2200,,,,,"12月9日(木曜日)朝9時から
公民館電話042(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000006,132152,<近現代史・連続講座>もういちど、「近現代史」,,,,,,"近現代史は中学校・高校では後回しになり、じっくり学ぶ機会がなかったという方も多いのではないでしょうか。
　しかし、近代化が推し進められ、日清・日露・太平洋戦争など大きな戦争を経験した時代こそ、「いま」に続くもっとも身近な歴史として振り返り、「これから」を考えるために学ぶ必要があるように思われます。大人になったいま、もういちど、近現代史に向き合ってみませんか。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1562028589854.html,,,,,2022-01-27,2022-01-27,14:00,16:00,,,公民館　地下ホール,,東京都,国立市,,,,,,,,,,30,,,,,,"10月19日(火曜日)午前9時から
公民館電話(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000007,132152,<近現代史・連続講座>もういちど、「近現代史」,,,,,,"近現代史は中学校・高校では後回しになり、じっくり学ぶ機会がなかったという方も多いのではないでしょうか。
　しかし、近代化が推し進められ、日清・日露・太平洋戦争など大きな戦争を経験した時代こそ、「いま」に続くもっとも身近な歴史として振り返り、「これから」を考えるために学ぶ必要があるように思われます。大人になったいま、もういちど、近現代史に向き合ってみませんか。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1562028589854.html,,,,,2022-02-10,2022-02-10,14:00,16:00,,,公民館　地下ホール,,東京都,国立市,,,,,,,,,,30,,,,,,"10月19日(火曜日)午前9時から
公民館電話(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000008,132152,<哲学講座>長谷川宏さんと読む「柳宗悦」,,,,,,"ヘーゲルの翻訳や哲学研究で多くの著作を出している長谷川宏さんを講師に、鶴見俊輔著『柳やなぎ宗悦むねよし』をテキストとして取り上げます。
　このテキストは、思想家である柳宗悦を、周辺の多彩な人物と共に生き生きと多面的に描写し、同時に戦後、転向の問題を繰り返し問い続けてきた著者自身の問題意識が貫かれています。講読を通じて、哲学の観点から考えます。

(注)テキストの『柳宗悦』(平凡社、平凡社選書、平凡社ライブラリー)をご用意ください。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1570069158725.html,,,,,2022-01-29,2022-01-29,14:00,16:00,,,公民館　地下ホール,,東京都,国立市,,,,,,,,,,40,,,,,,"市内在住者12月15日(水曜日)午前9時から
市外在住者12月22日(水曜日)午前9時から
公民館電話(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000009,132152,<哲学講座>長谷川宏さんと読む「柳宗悦」,,,,,,"ヘーゲルの翻訳や哲学研究で多くの著作を出している長谷川宏さんを講師に、鶴見俊輔著『柳やなぎ宗悦むねよし』をテキストとして取り上げます。
　このテキストは、思想家である柳宗悦を、周辺の多彩な人物と共に生き生きと多面的に描写し、同時に戦後、転向の問題を繰り返し問い続けてきた著者自身の問題意識が貫かれています。講読を通じて、哲学の観点から考えます。

(注)テキストの『柳宗悦』(平凡社、平凡社選書、平凡社ライブラリー)をご用意ください。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1570069158725.html,,,,,2022-02-19,2022-02-19,14:00,16:00,,,公民館　地下ホール,,東京都,国立市,,,,,,,,,,40,,,,,,"市内在住者12月15日(水曜日)午前9時から
市外在住者12月22日(水曜日)午前9時から
公民館電話(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
0000000010,132152,<哲学講座>長谷川宏さんと読む「柳宗悦」,,,,,,"ヘーゲルの翻訳や哲学研究で多くの著作を出している長谷川宏さんを講師に、鶴見俊輔著『柳やなぎ宗悦むねよし』をテキストとして取り上げます。
　このテキストは、思想家である柳宗悦を、周辺の多彩な人物と共に生き生きと多面的に描写し、同時に戦後、転向の問題を繰り返し問い続けてきた著者自身の問題意識が貫かれています。講読を通じて、哲学の観点から考えます。

(注)テキストの『柳宗悦』(平凡社、平凡社選書、平凡社ライブラリー)をご用意ください。",,文化・芸術,https://www.city.kunitachi.tokyo.jp/soshiki/Dept08/Div05/event/0053/1570069158725.html,,,,,2022-02-26,2022-02-26,14:00,16:00,,,公民館　地下ホール,,東京都,国立市,,,,,,,,,,40,,,,,,"市内在住者12月15日(水曜日)午前9時から
市外在住者12月22日(水曜日)午前9時から
公民館電話(572)5141",,,,教育委員会　公民館,(042)572-5141,,,
