NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,122211,市制施行55周年記念「宝くじスポーツフェアはつらつママさんバレーボールin八千代」,,,,,,"この宝くじスポーツフェアは、宝くじの社会貢献広報事業として、青少年の健全育成や、明るいまちづくりなどコミュニティ活動の充実・強化を図ることにより、地域社会の健全な発展と住民福祉の向上に寄与することを目的とするものです。
イベント当日は、1984年ロサンゼルスオリンピック銅メダリストの江上由美さんをはじめとするオリンピックや世界大会出場経験者で構成するドリームチームを招き、市バレーボール協会のママさんを対象としたバレーボール教室やドリームチーム対市選抜ママさんチームのフレンドリー・マッチを開催します。",,健康・福祉、スポーツ,https://www.city.yachiyo.chiba.jp/605000/page100001_00026.html,,,,,2022-01-30,2022-01-30,09:30,15:00,"12時30分までにご入場の方にはドリームチーム選手のサインボールなどが当たる抽選会があります。
開始日: 2022/1/30
終了日: 2022/1/30
開始時刻: 9:30",,八千代総合運動公園市民体育館,,千葉県,八千代市,萱田,1220,,,,,,,,,0,,,,,入場整理券及び体調確認書は1月7日(金)から配布いたします。(無くなり次第終了),東葉高速鉄道「八千代中央駅」又は「村上駅」から徒歩15分,駐車場:八千代市役所(無料)又は県立八千代広域公園駐車場(有料),,八千代市　文化・スポーツ課,(047)481-0305,,,
0000000002,122211,古文書講座 中級編・全3回,,,,,,古文書を解読しながら、江戸時代の八千代の名主と村人の関係などについて解説。初級編より難易度が上がるため、くずし字をある程度解読できる人か、くずし字解読辞典を引ける人対象。,,文化・芸術,https://www.city.yachiyo.chiba.jp/600508/page100159.html,,,,,2022-02-20,2022-02-20,13:30,15:30,,,郷土博物館学習室,,千葉県,八千代市,村上,1170-2,,,,,,,,40,200,各回200円程度(資料代),,,,"申し込み
　電話か直接同館へ",東葉高速鉄道村上駅から徒歩10分。,無料駐車場も19台あります。,,八千代市　郷土博物館,(047)484-9011,,,
0000000003,122211,古文書講座 中級編・全3回,,,,,,古文書を解読しながら、江戸時代の八千代の名主と村人の関係などについて解説。初級編より難易度が上がるため、くずし字をある程度解読できる人か、くずし字解読辞典を引ける人対象。,,文化・芸術,https://www.city.yachiyo.chiba.jp/600508/page100159.html,,,,,2022-03-20,2022-03-20,13:30,15:30,,,郷土博物館学習室,,千葉県,八千代市,村上,1170-2,,,,,,,,40,200,各回200円程度(資料代),,,,"申し込み
　電話か直接同館へ",東葉高速鉄道村上駅から徒歩10分。,無料駐車場も19台あります。,,八千代市　郷土博物館,(047)484-9011,,,
0000000004,122211,歴史講座~八千代の歴史をひも解く~ 全3回,,,,,,"第1回発掘から解ることは何だろう!
八千代市にはたくさんの遺跡があります。毎年、発掘調査が行われ、遥か昔の人々の生活の一端が少しずつ明らかになっています。そこで、実際に行われた発掘調査から、どういうことが解るのかご紹介します。",,文化・芸術,https://www.city.yachiyo.chiba.jp/100100/page200004.html,,,,,2022-02-02,2022-02-02,13:30,15:00,,,総合生涯学習プラザ　2階　多目的ホール,,千葉県,八千代市,,,,,,,,,,30,0,,,,,12月15日(水)9時から電話で生涯学習振興課(電話047-481-0309)へ,,,,八千代市　生涯学習振興課,(047)481-0309,,,
0000000005,122211,歴史講座~八千代の歴史をひも解く~ 全3回,,,,,,"第2回江戸時代の八千代を治めた領主たち
江戸時代の八千代市域を治めたのは、佐倉藩及び出羽長瀞藩主、そして将軍徳川家の直臣旗本たちです。今回は佐倉藩主と出羽長瀞藩(米津家)の系譜を江戸時代初期から寛政期までたどり、治めた村を紹介します。",,文化・芸術,https://www.city.yachiyo.chiba.jp/100100/page200004.html,,,,,2022-02-09,2022-02-09,13:30,15:00,,,総合生涯学習プラザ　2階　多目的ホール,,千葉県,八千代市,,,,,,,,,,30,0,,,,,12月15日(水)9時から電話で生涯学習振興課(電話047-481-0309)へ,,,,八千代市　生涯学習振興課,(047)481-0309,,,
0000000006,122211,歴史講座~八千代の歴史をひも解く~ 全3回,,,,,,"第3回八千代の学びを支えたもの
実際に八千代で使われた生活道具から当時のくらしを垣間見ながら、子どもたちの教育を支えたものに関することを紹介します。",,文化・芸術,https://www.city.yachiyo.chiba.jp/100100/page200004.html,,,,,2022-02-16,2022-02-16,13:30,15:00,,,総合生涯学習プラザ　2階　多目的ホール,,千葉県,八千代市,,,,,,,,,,30,0,,,,,12月15日(水)9時から電話で生涯学習振興課(電話047-481-0309)へ,,,,八千代市　生涯学習振興課,(047)481-0309,,,
0000000007,122211,いちご狩り,,,,,,"市内の農園でいちご狩りが1月5日(水)から始まります。
あま~い、いちごをおなかいっぱい食べませんか。",,生活と環境,https://www.city.yachiyo.chiba.jp/161000/page100222.html,,,,,2022-01-05,2022-05-09,09:00,,"1月5日(水)~4月頃
　午前9時~なくなり次第終了
開始日: 2022/1/5
終了日: 2022/5/9
開始時刻: 9:00",,やちよ農業交流センター,,千葉県,八千代市,島田,2076,,,,,,,,,,個人、団体いずれも30分食べ放題、練乳付き。消費税込み。3歳未満は無料。いちごがなくなり次第終了。,,,,"申込み:直接ハウスで受付
　予約:不可",,,,やちよ農業交流センター,(047)406-4778,,,
0000000008,122211,睦公民館「手前味噌づくりにチャレンジ」全2回 第2回,,,,,,味噌の効能を知り、自分だけの味噌をつくります。,,生活と環境,https://www.city.yachiyo.chiba.jp/100314/page100067.html,,,,,2022-01-25,2022-01-25,10:00,12:00,,,,,千葉県,八千代市,,,,,,,,,,8,3000,材料費,,,,"睦公民館に電話か直接窓口へ
　12月15日(水)午前9時から受け付け開始",,,,八千代市　睦公民館,(047)450-2390,,,
0000000009,122211,第一生命グループ女子陸上部OGによるランニング教室,,,,,,"第一生命保険株式会社との包括連携協定に基づき、第一生命グループ女子陸上競技部OGで元オリンピック選手の尾崎好美さんを講師にお招きし、ランニング教室を開催します。
自然に囲まれた総合グラウンドで気持ちよくランニングの基礎を学んでみませんか!
ランニング初心者の方、これからランニングを始めてみたいと思っている方、お気軽にご参加ください!",,健康・福祉、スポーツ,https://www.city.yachiyo.chiba.jp/605000/page100001_00025.html,,,,,2022-02-19,2022-02-19,13:00,15:00,"受付開始は午後0時30分~
開始日: 2022/2/19
終了日: 2022/2/19",,八千代市総合グラウンド,,千葉県,八千代市,村上,2413,,,,,,,,30,0,,,2022-01-14,,"募集期間
　令和3年12月15日(水)~令和4年1月14日(金)
　申込方法
　申込用紙を以下の添付ファイルからダウンロード、または文化・スポーツ課窓口で入手のうえ、文化・スポーツ課まで郵送、または持参にてお申込みください。
申込期限日: 2022/1/14",,,,八千代市　文化・スポーツ課,(047)481-0305,,,
0000000010,122211,くらしのうつりかわり展~学びを支えたもの~,,,,,,"衣食住を中心とした様々な生活道具や写真などをもとに、八千代の昔のくらしの様子やうつりかわりを紹介します。
今年度は子どもの「学びを支えたもの」という視点で当時の様子をしのぶ資料も展示します。",,生活と環境,https://www.city.yachiyo.chiba.jp/600508/page00053_00034,,,,,2022-01-05,2022-02-20,09:00,16:30,,,郷土博物館企画展示室,,千葉県,八千代市,村上,1170-2,,,,,,,,,,,,,,,東葉高速鉄道村上駅から徒歩10分。,無料駐車場19台分あります。,,八千代市　郷土博物館,(047)484-9011,,,
0000000011,122211,企業における防災対策講座【帰宅困難・BCP】,,,,,,"この講座では、企業の防災担当の方を対象に、災害時における
従業員等の帰宅困難対策や、事業継続計画(BCP)について
学びます。この機会にぜひご参加ください。",,安全と防災,https://www.city.yachiyo.chiba.jp/content/000140145.pdf,,,,,2022-01-28,2022-01-28,13:00,16:30,,,千葉県西部防災センター　会議室,,千葉県,松戸市,松戸,558-3,,,,千葉県(事業受託者　ANAスカイビルサービス株式会社),,,,30,,,,2022-01-21,,"右の二次元コード、又は下記ページ
　https://forms.gle/dC5d1SkN37ZeqHr59　から
　フォームに沿ってお申込みください。
　メールかFAXの場合は、下記の項目をお知らせください。
　・研修名　・氏名(ふりがな)・企業名　・市町村名(企業所在地)
　・役職等名(任意)・電話番号　・メールアドレス
申込期限日: 2022/1/21",,,,防災研修センター,(0436)63-5438,,,
