NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,141305,第9回多摩区スポーツフェスタ,,,,,,"ブラインドサッカー体験、トレーニング室使用、水泳教室、テニス体験レッスン、走り方教室は種目ごとに申込みが必要になります(抽選)。

上記以外の種目(ニュースポーツ体験、卓球体験、バドミントン体験、ボクシングエクササイズ等)については、参加(入館)申込みのみ必要となりますのでご注意ください。",,健康・福祉、スポーツ,https://www.city.kawasaki.jp/tama/page/0000135072.html,,,,,2022-03-13,2022-03-13,09:30,13:00,,,川崎市多摩スポーツセンター,,神奈川県,川崎市,多摩区菅北浦,4-12-5,,,,多摩区スポーツフェスタ実行委員会,,,,350,0,,,2022-02-18,,"・参加(入館)申込書に必要事項をご記入の上、直接、郵送、ファクスにてお申し込みください。

・事前申込をしていない方は当日会場に入ることができません。お子様の付き添いの方も必ずお申込みください。

・参加申込書は多摩区役所地域振興課、生田出張所、川崎市多摩スポーツセンターでも配布しています(1月配布開始)。

・期限内に申込された方全員に参加の可否について通知します(2月下旬頃予定)。
申込期限日: 2022/2/18",,多摩スポーツセンター駐車場は1時間以上のご利用の場合「有料」となります。無料巡回バス(定員28名)を運行します(路線等の詳細は後日更新します)。,,多摩区スポーツフェスタ実行委員会事務局　多摩区役所地域振興課,(044)935-3133,,,
0000000002,141305,宮前うたごえ楽座,,,,,,"講師から「誰もが口ずさんだ歌」の背景にあるエピソード・秘話などを学び、参加者同士の交流を図ります。コロナ禍で地域・人との交流の機会が減っている今、明るく前向きに心を保てるよう元気良く歌を楽しみましょう。歌唱は認知症予防に効果があるといわれ、さまざまな学習に興味を持つきっかけにもなります。歌をいろいろな切り口から見ることにより、新発見と脳の活性化につなげましょう。
フォークソングを歌って若返ろう
風、この広い野原いっぱい　小さな日記　白いブランコ　他

事前の申込みが必要です。原則として6回全てに参加できる方。申込みのない方は参加できません。",,音楽,https://www.city.kawasaki.jp/miyamae/page/0000116699.html,,,,,2022-01-25,2022-01-25,10:00,12:00,,,宮前市民館　1階　大会議室,,神奈川県,川崎市,宮前区宮前平,2丁目20?4,,,,,,,,40,0,,,,,,,,,宮前市民館,(044)888-3911,,,
0000000003,141305,宮前うたごえ楽座,,,,,,"講師から「誰もが口ずさんだ歌」の背景にあるエピソード・秘話などを学び、参加者同士の交流を図ります。コロナ禍で地域・人との交流の機会が減っている今、明るく前向きに心を保てるよう元気良く歌を楽しみましょう。歌唱は認知症予防に効果があるといわれ、さまざまな学習に興味を持つきっかけにもなります。歌をいろいろな切り口から見ることにより、新発見と脳の活性化につなげましょう。
鈴木先生と唄う作曲家シリーズ　その3　
吉田正:有楽町で会いましょう　東京ナイトクラブ　他


事前の申込みが必要です。原則として6回全てに参加できる方。申込みのない方は参加できません。",,音楽,https://www.city.kawasaki.jp/miyamae/page/0000116699.html,,,,,2022-02-08,,10:00,12:00,,,宮前市民館　1階　大会議室,,神奈川県,川崎市,宮前区宮前平,2丁目20?4,,,,,,,,40,0,,,,,,,,,宮前市民館,(044)888-3911,,,
0000000004,141305,令和3年度市民法律講座,,,,,,"神奈川県弁護士会川崎支部の弁護士による全3回の法律講座
第3回　成年後見制度",,生活と環境,https://www.city.kawasaki.jp/250/page/0000134964.html,,,,,2022-01-27,,14:00,16:00,,,川崎市総合福祉センター(エポックなかはら)7階　大会議室,,神奈川県,川崎市,中原区,,,,,神奈川県弁護士会川崎支部・川崎市共催,,,,90,1000,,,2022-01-27,,,,,,,(044)200-0108,,,申込み先着順
0000000005,141305,新しい“暮らし方”から男女平等を考える~信頼し合う繋がりを作る~,,,,,,"小さな「お互い様」で拡張家族をつくれば、子育てだってひとりじゃない!

~「渋谷キャスト」13階に暮らす、シェアハウス「Cift(シフト)」とシェアエコノミーの精神~",,子育て・教育,https://www.city.kawasaki.jp/asao/page/0000133876.html,,,,,2022-01-28,,14:00,16:00,,,麻生市民館　3階　第1会議室,,神奈川県,川崎市,麻生区万福寺,1丁目5番2号,,,,川崎市教育委員会,,,,20,0,,,,,https://logoform.jp/form/FUQz/14577,,,,川崎市麻生市民館,(044)951-1300,,,申込み先着順
0000000006,141305,新しい“暮らし方”から男女平等を考える~信頼しあう繋がりを作る~,,,,,,"地域でケアコミュニティをつくれば、ひとりの老後も怖くない!

~終末期・認知症を持つ方が、地域で生きられる社会づくり~",,健康・福祉、スポーツ,https://www.city.kawasaki.jp/asao/page/0000133876.html,,,,,2022-02-04,,14:00,16:00,,,麻生市民館　3階　第1会議室,,神奈川県,川崎市,麻生区万福寺,1丁目5番2号,,,,川崎市教育委員会,,,,20,0,,,,,https://logoform.jp/form/FUQz/14577,,,,川崎市麻生市民館,(044)951-1300,,,申込み先着順
0000000007,141305,新しい“暮らし方”から男女平等を考える~信頼しあう繋がりを作る~,,,,,,"4回の講義を通しての意見交換

~「性別役割分担」に頼らない、新しい暮らしとはどんなものか?~",,セミナー,https://www.city.kawasaki.jp/asao/page/0000133876.html,,,,,2022-02-11,,14:00,16:00,,,麻生市民館　3階　第1会議室,,神奈川県,川崎市,麻生区万福寺,1丁目5番2号,,,,川崎市教育委員会,,,,20,0,,,,,https://logoform.jp/form/FUQz/14577,,,,川崎市麻生市民館,(044)951-1300,,,申込み先着順
0000000008,141305,「かわさき健康・介護フェア」~みんなで元気にいきいきライフ~,,,,,,"出かけよう♪見つけよう♪いきいきと元気に過ごすヒントが盛りだくさん。楽しい経験が、社会参加のきっかけに。

「かわさき健康・介護フェア」~みんなで元気にいきいきライフ~を開催します!

高齢者が地域でいつまでも元気で、いきいきと暮らせるための活動に役立つ情報をお届けするイベントです。地域で活躍するボランティアとの交流を深めることができますので、どなたでもお気軽にご参加ください!千葉大学教授近藤克則氏をお招きしての記念講演や健康・介護に関する体験コーナーも予定しています。当日先着300名にオリジナルトートバッグをプレゼント!",,健康・福祉、スポーツ,https://www.city.kawasaki.jp/350/page/0000104763.html,,,,,2022-01-24,,12:30,17:00,,,川崎市総合福祉センター(エポックなかはら)　ホール(3階)、大会議室・第1会議室(7階),,神奈川県,川崎市,中原区上小田中,6丁目22?5,,,,川崎市,,,,,,,,2022-01-19,,"電話・FAX・メール　40zaitak@city.kawasaki.jp
申込期限日: 2022/1/19",JR南武線「武蔵中原駅」から徒歩1分,,,川崎市健康福祉局高齢者在宅サービス課,(044)200-2638,,,"(1)氏名(2)住所(3)電話番号をお申し出ください
定員: 400(先着300にオリジナルトートバッグをプレゼント)"
0000000009,141305,シニアのためのタブレット講座~触れよう!慣れよう!タブレット~,,,,,,インターネットの使い方を中心に、タブレット端末の基本的な使い方を学ぶ実践講座です。オンライン予約ってどうやるの?「詳しくはHPで」って何?と思っているシニアの方を対象に開催します。まずは触れることから始めましょう。,,生活と環境,https://www.city.kawasaki.jp/tama/page/0000133892.html,,,,,2022-01-27,,,,"1回目:午前10時~12時、2回目:午後2時~4時(1回目と2回目は同じ内容です。申込の際にどちらかを選んでください)
開始日: 2022/1/27",,多摩市民館4階　第1会議室,,神奈川県,川崎市,多摩区登戸,1775-1,,,,川崎市教育委員会,,,,,0,,,2021-12-17,,,小田急線「向ヶ丘遊園」駅から徒歩約5分　JR南武線「登戸」駅から徒歩約10分　※公共交通機関のご利用をお願いします。,,,多摩区役所まちづくり推進部生涯学習支援課,(044)935-3333,,,
0000000010,141305,高津さんの市,,,,,,"「高津さんの市」は、「地元”産”、市民”参”加、”SUN”DAY(日曜)開催」をキャッチフレーズに、高津区で収穫された野菜を生産者の方が直接販売するファーマーズマーケットです。

また地元の野菜を使った食品販売などもあります。

偶数月の第3日曜、開催しています。

さんの市を通じて、都市に隣接した地元の農に触れて、見て、知ってください。",,仕事・産業,https://www.city.kawasaki.jp/takatsu/page/0000076344.html,,,,,2022-02-20,,10:00,12:00,,,久本薬医門公園,,神奈川県,川崎市,高津区久本,1丁目5,,,,,,,,,,,,,,,,,,高津区役所まちづくり推進部地域振興課,(044)861-3133,,,雨天時は高津区役所にて開催
