NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,132136,小学校社会科見学対応展示「むかしの暮らしと道具」 令和3年度,,,,,,"小学3・4年生の社会科見学に対応して、「電気やガス、水道のないころの暮らし」と「高度経済成長期のころの暮らし」について、館蔵資料を展示します。平日の午前中は小学生が社会科見学で来館しており、その際には展示室で学芸員が道具類を説明しています。
あわせて、当時の市内風景写真等も展示します。",,子育て・教育,https://www.city.higashimurayama.tokyo.jp/tanoshimi/rekishi/furusato/tenji/r3nenndotenji/rekisi2021mukashi.html,,,,,2022-01-13,2022-03-06,09:30,17:00,"長期間イベント
開始日: 2022/1/13
終了日: 2022/3/6
開始時刻: 9:30",,ふるさと歴史館　特別展示室,,東京都,東村山市,諏訪町,1丁目6番地3,,,,,,,,,0,,,,,,西武鉄道東村山駅西口より徒歩8分,,,教育部ふるさと歴史館,(042)396-3800,,,
0000000002,132136,認知症あんしん生活実践塾,,,,,,認知症の行動や心理症状など介護の際の困りごとに対して、専門家から一人一人に合わせた対応方法を習い、実践することで、認知症の症状の緩和につなげます。,,健康・福祉、スポーツ,https://www.city.higashimurayama.tokyo.jp/tanoshimi/yoka/kominkan/02chuo/chuo-kouza/kaigo.html,,,,,2022-01-26,2022-01-26,13:00,15:00,,,東村山市立中央公民館,,東京都,東村山市,本町,2丁目33番地2,,,,白梅学園大学,,,,35,0,,,2021-08-23,,"往復はがき　または　申込みフォームに

住所
氏名(ふりがな)
年齢
電話番号
希望のコース　(1)初回のみ参加　または　(2)すべての回に参加　どちらかを明記
要介護者の参加希望の有無　【参加の場合】対象者の氏名・年齢・要介護度
以上を明記の上、
〒187-8570　東京都小平市小川町1-830　白梅学園大学子ども学研究所(講座:あんしん塾)へ
(注記)返信宛先等必ずご記入ください。


申込みフォームQRコード
申込みフォーム(Googleフォームを利用しています。)

https://forms.gle/bHijzwpWDKVEm1Xn9
申込期限日: 2021/8/23",,,,中央公民館,(042)395-7511,,,
0000000003,132136,萩山図書館開館40周年記念 大人のためのおはなし会,,,,,,昔話から異国の不思議な物語まで100以上の「おはなし」を語り続けてきた「おはなしグループ　トックのかご」によるおはなし会です。耳から聞いて想像する語りの魅力をお楽しみください。,,子育て・教育,https://www.city.higashimurayama.tokyo.jp/shisetsu/kyoiku/lib/toshokyotu/ohanasikai.html,,,,,2022-01-27,2022-01-27,10:00,12:00,,,萩山公民館,,東京都,東村山市,,,,,,,,,,25,,,,,,"令和4年1月5日(水曜)午前9時30分から
電話(電話:042-393-3172)または直接萩山図書館へ",,,,教育部図書館,(042)394-2900,,,
0000000004,132136,市民講座「日本の古代史を学ぼう」,,,,,,講師による記紀神話の研究や学芸員から東村山周辺を中心に古代史について楽しく学びませんか。,,文化・芸術,https://www.city.higashimurayama.tokyo.jp/tanoshimi/yoka/kominkan/02chuo/chuo-kouza/nippon.html,,,,,2022-01-27,2022-01-27,14:00,16:00,,,東村山市立中央公民館,,東京都,東村山市,本町,2丁目33番地2,,,,,,,,100,0,,,,,"当日先着100名

◆ホール入場の際に新型コロナウイルス感染症対策用紙に下記の内容の記入にご協力いただきます。

・ご住所
・お名前
・電話番号",,,,中央公民館　事業係,(042)395-7511,,,
0000000005,132136,市民講座「日本の古代史を学ぼう」,,,,,,講師による記紀神話の研究や学芸員から東村山周辺を中心に古代史について楽しく学びませんか。,,文化・芸術,https://www.city.higashimurayama.tokyo.jp/tanoshimi/yoka/kominkan/02chuo/chuo-kouza/nippon.html,,,,,2022-02-10,2022-02-10,14:00,16:00,,,東村山市立中央公民館,,東京都,東村山市,本町,2丁目33番地2,,,,,,,,100,0,,,,,"当日先着100名

◆ホール入場の際に新型コロナウイルス感染症対策用紙に下記の内容の記入にご協力いただきます。

・ご住所
・お名前
・電話番号",,,,中央公民館　事業係,(042)395-7511,,,
0000000006,132136,市民講座「日本の古代史を学ぼう」,,,,,,講師による記紀神話の研究や学芸員から東村山周辺を中心に古代史について楽しく学びませんか。,,文化・芸術,https://www.city.higashimurayama.tokyo.jp/tanoshimi/yoka/kominkan/02chuo/chuo-kouza/nippon.html,,,,,2022-03-03,2022-03-03,14:00,16:00,,,東村山市立中央公民館,,東京都,東村山市,本町,2丁目33番地2,,,,,,,,100,0,,,,,"当日先着100名

◆ホール入場の際に新型コロナウイルス感染症対策用紙に下記の内容の記入にご協力いただきます。

・ご住所
・お名前
・電話番号",,,,中央公民館　事業係,(042)395-7511,,,
0000000007,132136,市民講座「日本の古代史を学ぼう」,,,,,,講師による記紀神話の研究や学芸員から東村山周辺を中心に古代史について楽しく学びませんか。,,文化・芸術,https://www.city.higashimurayama.tokyo.jp/tanoshimi/yoka/kominkan/02chuo/chuo-kouza/nippon.html,,,,,2022-03-10,2022-03-10,14:00,16:00,,,東村山市立中央公民館,,東京都,東村山市,本町,2丁目33番地2,,,,,,,,100,0,,,,,"当日先着100名

◆ホール入場の際に新型コロナウイルス感染症対策用紙に下記の内容の記入にご協力いただきます。

・ご住所
・お名前
・電話番号",,,,中央公民館　事業係,(042)395-7511,,,
0000000008,132136,北多摩北部地域 高次脳機能障害者支援ネットワーク協議会 市民交流事業,,,,,,病気や外傷により脳が損傷し、会話や思考などに支障をきたす高次脳機能障害の特徴を知り、暮らしやすくするための方法を皆さんと一緒に考えます。主催は北多摩北部地域高次脳機能障害者支援ネットワーク協議会、国立病院機構東京病院(北多摩北部圏域専門的リハビリテーションの充実事業受託医療機関)。協力は東京都心身障害者福祉センター。,,健康・福祉、スポーツ,https://www.city.higashimurayama.tokyo.jp/kenko/shogai/shikaranooshirase/kakusyuoshirase/koujinounetwork.html,,,,,2022-01-29,2022-01-29,14:30,17:30,,,コール田無,,東京都,東村山市,,,,,,北多摩北部地域高次脳機能障害者支援ネットワーク協議会　国立病院機構東京病院(北多摩北部圏域専門的リハビリテーションの充実事業受託医療機関),,,,120,,,,,,"東久留米市役所障害福祉課へ電話予約(042-470-7747)
予約受付期間　令和4年1月11日(火曜)から1月27日(木曜)
予約受付時間　月曜から金曜　午前9時から午後5時まで
FAX042-475-8181(住所・氏名・電話を記載)",西武新宿線田無駅北口　徒歩7分,駐車場はございませんので公共交通機関でご来場ください。,,健康福祉部障害支援課,(042)393-5111,315231533155315731633168,,
0000000009,132136,健康講座,,,,,,腎臓にいい食事って?腎臓に負担をかけない食事のコツを学んでみませんか。,,健康・福祉、スポーツ,https://www.city.higashimurayama.tokyo.jp/kenko/kenko/seijinhoken/tiiki11.html,,,,,2022-01-31,2022-01-31,14:00,15:30,,,いきいきプラザ3階　「マルチメディアホール」,,東京都,東村山市,,,,,,,,,,,,,,2022-01-19,,"・窓口・往復はがき・電子申請に必要事項を明記し

1月5日(水曜)から19日(水曜)必着で健康増進課にお申し込みください。　(先着順)

必要事項(1)講座名(2)氏名(3)生年月日(4)住所(5)電話番号


(注記)先着順のため、申込期間中であっても定員になり次第受付を終了させていただきます。
申込期限日: 2022/1/19",,,,健康福祉部健康増進課,(042)393-5111,,,
0000000010,132136,地域猫活動セミナー~飼い主のいない猫対策~』の開催,,,,,,"地域猫活動アドバイザー・石森信雄さんをお招きして、飼い主のいない猫(野良猫)問題の対策について、講演していただきます。
こんな方は必見です!
糞尿をされたり、車を傷つけられた
庭で子猫が生まれた
餌やりをしていて苦情がきた
地域猫活動について知りたい
ご参加をお待ちしております!!",,セミナー,https://www.city.higashimurayama.tokyo.jp/kurashi/gomi/hozen/kankyouhozen/chikinekoseminar29.html,,,,,2022-02-05,2022-02-05,14:00,16:00,,,東村山市役所北庁舎　2階　第3会議室,,東京都,東村山市,,,,,,,,,,30,,,,2022-01-28,,"(注記)お申し込み受付は、1月17日(月曜)　午前9時から開始いたします。

1月17日(月曜)から1月28日(金曜)

下記の事項を添えて、電話または電子申請のいずれかの方法でお申し込みください。
(複数名でご参加の際は、お電話でお申し込みください。)

氏名
住所
電話番号
メールアドレス
(複数名で参加の場合)他の参加者の氏名
申込期限日: 2022/1/28",,,,環境資源循環部環境保全課,(042)393-5111,26522653,,
