NO,都道府県コード又は市区町村コード,名称,名称(カナ),名称(英字),名称(通称),サブタイトル,概要,説明,サブイベント,イベント種類,URL,画像URL,状態,対象となる産業,ステージ,開始日,終了日,開始時刻,終了時刻,日時備考,場所名称,集合場所,郵便番号,住所都道府県,住所市区町村,住所町名,住所丁目以下,建物名等,緯度,経度,主催団体,共催団体,その他関係団体,対象者,定員,料金(基本),料金(詳細),外国語対応,申込期限日,申込期限時刻,申込方法,アクセス方法,駐車場情報,駐輪場情報,連絡先名称,連絡先電話番号,連絡先内線番号,連絡先メールアドレス,備考
0000000001,142166,ざまりんのおうち「出張るーむ」,,,,,,"市内3カ所の子育て支援センター「ざまりんのおうち」が、イオンモール座間で出張相談会を開催します。
「子どもと遊び行ける施設を知りたい」「愚痴を聞いてほしい」など、気軽にご相談ください。",,子育て・教育,https://www.city.zama.kanagawa.jp/www/contents/1638774916615/index.html,,,,,2022-01-28,,10:00,13:00,,,イオンモール座間3階　赤ちゃん休憩室,,神奈川県,座間市,,,,,,,,,,20,0,,,,,先着順20名,,,,子ども政策課　子ども政策係,(046)252-8025,,,対象*未就学児を子育て中の方や妊娠中の方
0000000001,142166,ざまりんのおうち「出張るーむ」,,,,,,"市内3カ所の子育て支援センター「ざまりんのおうち」が、イオンモール座間で出張相談会を開催します。
「子どもと遊び行ける施設を知りたい」「愚痴を聞いてほしい」など、気軽にご相談ください。",,子育て・教育,https://www.city.zama.kanagawa.jp/www/contents/1638774916615/index.html,,,,,2022-02-28,,10:00,13:00,,,イオンモール座間3階　赤ちゃん休憩室,,神奈川県,座間市,,,,,,,,,,20,0,,,,,先着順20名,,,,子ども政策課　子ども政策係,(046)252-8025,,,対象*未就学児を子育て中の方や妊娠中の方
0000000001,142166,ざまりんのおうち「出張るーむ」,,,,,,"市内3カ所の子育て支援センター「ざまりんのおうち」が、イオンモール座間で出張相談会を開催します。
「子どもと遊び行ける施設を知りたい」「愚痴を聞いてほしい」など、気軽にご相談ください。",,子育て・教育,https://www.city.zama.kanagawa.jp/www/contents/1638774916615/index.html,,,,,2022-03-23,,10:00,13:00,,,イオンモール座間3階　赤ちゃん休憩室,,神奈川県,座間市,,,,,,,,,,20,0,,,,,先着順20名,,,,子ども政策課　子ども政策係,(046)252-8025,,,対象*未就学児を子育て中の方や妊娠中の方
0000000001,142166,ざまりんのおうち「出張るーむ」,,,,,,"市内3カ所の子育て支援センター「ざまりんのおうち」が、イオンモール座間で出張相談会を開催します。
「子どもと遊び行ける施設を知りたい」「愚痴を聞いてほしい」など、気軽にご相談ください。",,子育て・教育,https://www.city.zama.kanagawa.jp/www/contents/1638774916615/index.html,,,,,2022-03-30,,10:00,13:00,,,イオンモール座間3階　赤ちゃん休憩室,,神奈川県,座間市,,,,,,,,,,20,0,,,,,先着順20名,,,,子ども政策課　子ども政策係,(046)252-8025,,,対象*未就学児を子育て中の方や妊娠中の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-01-27,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-02-03,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-02-10,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-02-17,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-02-24,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
0000000002,142166,健康マージャン入門講座,,,,,,"高齢者講座「健康マージャン入門講座」。初心者向け　健康マージャン入門講座です。
頭の体操に、仲間づくりに。この機会に始めてみませんか",,文化・芸術,https://www.city.zama.kanagawa.jp/www/contents/1638430085107/index.html,,,,,2022-03-03,,09:00,12:00,,,市公民館2階講座室　他,,神奈川県,座間市,,,,,,,,,,20,0,,,,,電話または直接担当へ、申込順20名,,,,生涯学習課　市公民館,(046)255-3131,,,対象*60歳以上の市内在住・在勤者、マージャン初心者の方
